Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"INCP Total Personal Income (weekly) by LGA (UR) by INDP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

" Negative income"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"Meander Valley (M)",34,11,49,17,67,20,22,10,37,5,19,6,30,5,55,84,66,5,7,16,4,36,604,
"Northern Midlands (M)",44,6,27,4,31,9,12,4,20,3,7,0,5,0,36,33,48,0,8,7,0,20,335,
"Sorell (M)",18,9,44,12,36,10,18,0,23,6,9,3,30,6,91,50,48,3,5,10,0,22,466,
"Southern Midlands (M)",18,0,18,8,10,5,0,0,10,0,3,3,3,0,25,20,13,0,0,0,4,10,164,
"Tasman (M)",7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,6,53,
"Waratah/Wynyard (M)",24,42,57,7,37,12,9,5,25,0,4,0,12,6,36,73,39,0,4,7,5,30,431,
"West Coast (M)",11,41,0,6,6,0,4,4,8,0,0,4,3,3,4,10,5,0,8,0,0,10,121,
"West Tamar (M)",25,9,65,26,60,26,20,5,28,22,14,3,30,6,95,144,96,5,16,12,0,67,782,
"No usual address (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,8,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"Total",674,374,1351,545,1271,341,496,232,674,293,394,195,926,177,2387,2671,2060,175,297,266,47,1201,17032,


" $1,750-$1,999 ($91,000-$103,999)"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",0,10,11,3,0,0,0,0,0,0,0,0,0,0,5,12,11,0,0,0,0,4,74,
"Brighton (M)",3,3,33,13,35,5,9,0,16,6,9,4,8,3,40,24,15,3,0,3,0,9,241,
"Burnie (C)",10,48,35,12,14,9,13,4,39,7,8,5,4,3,45,59,69,0,0,6,0,19,391,
"Central Coast (M)",17,21,53,18,38,5,10,3,25,7,0,0,10,4,51,88,45,0,10,8,0,16,425,
"Central Highlands (M)",8,0,0,5,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,26,
"Circular Head (M)",20,16,28,5,0,3,0,0,4,0,0,0,4,0,0,19,0,0,0,3,0,3,119,
"Clarence (C)",22,11,60,61,85,11,39,11,38,31,70,11,97,20,355,350,179,18,23,18,0,96,1616,
"Derwent Valley (M)",7,0,33,11,13,4,0,0,6,3,0,5,6,4,23,31,5,0,3,4,0,3,160,
"Devonport (C)",10,24,50,19,20,15,8,4,35,4,5,5,13,3,43,111,34,3,11,3,0,28,448,
"Dorset (M)",13,0,8,5,10,0,3,0,10,0,0,0,0,0,6,11,7,0,5,0,0,4,85,
"Flinders (M)",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,
"George Town (M)",4,6,50,4,6,0,0,0,5,0,0,0,0,0,6,18,10,0,0,0,0,5,123,
"Glamorgan/Spring Bay (M)",3,3,5,0,4,0,0,6,0,0,0,0,3,0,6,3,5,0,0,0,4,6,57,
"Glenorchy (C)",7,9,60,33,46,12,11,0,16,12,20,8,51,9,122,118,84,15,15,6,4,25,689,
"Hobart (C)",16,0,30,65,52,21,41,23,25,33,56,25,168,14,371,465,255,22,18,18,5,149,1881,
"Huon Valley (M)",24,0,12,9,6,4,3,0,0,6,5,0,0,0,39,30,24,0,4,6,0,17,205,
"Kentish (M)",3,9,8,3,9,0,0,0,6,0,0,0,0,0,18,6,11,0,0,0,0,3,89,
"King Island (M)",16,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,40,
"Kingborough (M)",26,8,32,30,68,17,18,8,14,20,30,16,91,3,220,195,103,12,27,12,6,71,1031,
"Latrobe (M)",4,7,21,5,12,4,8,0,22,0,3,4,7,0,14,37,26,0,5,4,0,4,185,
"Launceston (C)",14,15,100,23,93,17,34,23,53,21,38,16,56,20,138,363,179,12,17,8,4,67,1304,
"Meander Valley (M)",17,6,50,8,27,14,8,0,19,7,10,0,17,3,41,85,45,5,5,0,0,16,380,
"Northern Midlands (M)",19,4,14,8,15,5,3,0,18,0,0,3,4,0,19,25,32,0,4,0,0,15,193,
"Sorell (M)",12,0,24,12,19,9,9,0,13,4,3,0,17,8,51,33,13,7,0,0,0,13,244,
"Southern Midlands (M)",8,0,3,4,3,6,0,0,0,0,0,0,4,0,9,13,11,0,0,5,0,5,73,
"Tasman (M)",0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,8,0,0,0,4,23,
"Waratah/Wynyard (M)",9,53,34,5,16,6,5,0,21,0,3,0,3,0,18,44,36,0,3,4,0,17,275,
"West Coast (M)",8,56,3,7,5,0,0,0,0,0,0,0,0,7,3,7,3,0,0,0,0,6,108,
"West Tamar (M)",9,15,64,20,32,11,11,0,20,6,12,3,28,5,66,132,64,3,9,7,0,20,542,
"No usual address (Tas.)",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,7,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Total",326,327,835,408,637,171,239,98,398,185,286,110,591,111,1708,2305,1273,110,146,118,25,632,11038,


" $2,000-$2,999 ($104,000-$155,999)"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",14,4,15,4,0,0,0,0,7,0,0,0,7,0,4,12,4,0,0,0,0,9,91,
"Brighton (M)",7,8,22,14,14,6,7,0,4,9,6,0,19,7,34,9,15,0,6,0,0,6,211,
"Burnie (C)",3,62,34,12,17,15,14,5,28,6,13,4,14,7,25,28,54,0,0,5,0,21,354,
"Central Coast (M)",16,51,62,15,33,9,13,5,33,0,6,7,18,4,25,50,53,0,7,3,3,21,447,
"Central Highlands (M)",6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,26,
"Circular Head (M)",25,16,24,3,0,0,3,0,5,0,3,0,4,0,12,12,4,0,0,0,0,3,121,
"Clarence (C)",39,13,71,117,81,25,50,16,46,45,98,31,171,36,381,180,184,23,23,19,3,97,1759,
"Derwent Valley (M)",6,0,32,15,0,3,0,6,4,0,0,0,4,3,15,10,16,0,0,0,0,3,126,
"Devonport (C)",10,30,53,21,30,4,11,3,49,4,12,6,16,9,31,42,35,6,10,8,3,26,411,
"Dorset (M)",13,3,8,3,5,4,5,0,7,0,0,0,5,0,11,8,9,0,0,0,0,6,78,
"Flinders (M)",4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,
"George Town (M)",0,9,32,4,13,3,0,4,6,0,0,0,3,4,10,6,5,0,0,0,0,7,96,
"Glamorgan/Spring Bay (M)",8,3,3,0,3,0,0,3,3,0,0,0,7,0,3,4,4,0,0,0,0,15,71,
"Glenorchy (C)",4,3,66,70,40,18,20,5,9,21,14,8,53,17,121,51,56,4,13,7,0,31,623,
"Hobart (C)",29,6,74,149,73,32,53,37,29,59,93,30,376,23,501,376,421,39,35,22,5,218,2701,
"Huon Valley (M)",38,8,7,11,20,9,5,4,8,8,9,6,30,0,41,24,23,5,3,0,0,25,290,
"Kentish (M)",3,9,20,5,9,0,9,3,9,0,0,0,3,0,9,5,5,0,0,0,0,3,106,
"King Island (M)",11,0,5,4,5,0,3,0,0,0,0,0,0,0,9,4,7,0,0,0,0,9,56,
"Kingborough (M)",29,8,53,71,65,23,43,15,20,48,51,18,165,12,209,182,119,5,27,17,3,77,1253,
"Latrobe (M)",14,26,24,10,11,3,6,5,32,0,5,6,11,0,11,16,24,0,3,5,0,13,220,
"Launceston (C)",23,35,101,50,71,41,61,15,36,31,64,23,93,16,133,198,221,12,20,16,0,86,1345,
"Meander Valley (M)",9,21,51,14,25,5,8,0,18,9,18,10,25,6,30,31,37,0,9,4,4,16,346,
"Northern Midlands (M)",24,13,16,16,15,12,8,0,12,0,4,3,9,5,12,18,15,5,5,0,0,8,196,
"Sorell (M)",13,3,19,13,26,9,12,6,7,3,8,0,17,6,43,17,22,4,4,8,0,10,244,
"Southern Midlands (M)",10,3,3,10,5,5,5,0,0,0,0,6,0,0,11,3,9,5,3,3,0,4,77,
"Tasman (M)",3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,4,0,0,0,20,
"Waratah/Wynyard (M)",10,53,27,0,8,8,0,3,18,0,4,5,9,0,17,23,25,0,4,7,0,15,238,
"West Coast (M)",13,101,0,4,0,0,0,3,0,0,0,0,0,5,3,5,6,0,6,4,0,7,156,
"West Tamar (M)",22,27,64,20,31,15,24,4,28,14,20,9,43,10,52,89,63,5,9,3,0,31,587,
"No usual address (Tas.)",0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,21,
"Migratory - Offshore - Shipping (Tas.)",4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"Total",421,524,890,664,603,236,365,134,439,259,442,174,1088,166,1760,1408,1443,130,187,142,29,788,12296,


" $3,000 or more ($156,000 or more)"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",6,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,0,0,18,47,
"Brighton (M)",3,0,8,0,9,0,0,5,7,0,4,5,9,0,0,0,3,0,0,0,0,34,83,
"Burnie (C)",7,15,8,3,16,0,5,0,4,0,0,0,19,0,5,3,43,0,0,0,0,33,177,
"Central Coast (M)",15,10,10,6,13,9,12,6,12,0,3,3,8,4,3,5,37,0,0,0,0,26,178,
"Central Highlands (M)",9,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,
"Circular Head (M)",22,5,7,0,0,0,0,5,0,0,0,4,4,0,0,0,7,0,0,3,0,11,70,
"Clarence (C)",17,16,32,40,37,12,32,11,24,13,57,16,96,0,44,28,101,9,14,16,7,108,737,
"Derwent Valley (M)",0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,0,32,57,
"Devonport (C)",10,12,13,0,12,0,9,0,11,0,3,9,13,3,6,7,41,0,4,5,0,49,201,
"Dorset (M)",9,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,45,
"Flinders (M)",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"George Town (M)",0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,15,53,
"Glamorgan/Spring Bay (M)",3,0,3,3,0,0,7,4,4,0,7,0,0,0,0,0,6,0,0,0,0,29,70,
"Glenorchy (C)",0,3,12,10,11,0,8,4,10,6,3,0,13,0,16,3,18,0,0,3,0,61,200,
"Hobart (C)",30,14,50,62,59,13,36,45,45,29,78,29,222,14,152,117,437,23,17,16,5,192,1698,
"Huon Valley (M)",16,3,7,0,7,0,3,0,13,0,9,0,13,4,6,10,20,0,0,3,0,32,144,
"Kentish (M)",6,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,12,50,
"King Island (M)",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,
"Kingborough (M)",14,7,20,30,32,8,14,9,15,15,33,13,76,4,52,46,89,8,8,6,7,57,565,
"Latrobe (M)",14,8,10,4,7,0,0,3,6,0,4,0,9,0,7,4,9,0,0,0,4,14,112,
"Launceston (C)",26,20,43,18,31,17,44,17,47,7,34,19,71,0,23,29,208,0,12,22,9,154,840,
"Meander Valley (M)",19,12,12,0,11,5,8,0,12,4,6,0,19,3,7,3,27,0,0,0,0,16,155,
"Northern Midlands (M)",25,7,5,0,0,4,7,0,4,0,10,0,6,4,0,3,18,0,3,3,0,25,136,
"Sorell (M)",3,7,12,0,14,0,0,6,0,0,5,0,8,3,6,5,9,3,5,0,0,21,93,
"Southern Midlands (M)",17,5,0,0,0,3,0,0,3,0,0,0,3,0,0,4,4,0,0,0,3,11,48,
"Tasman (M)",10,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,6,29,
"Waratah/Wynyard (M)",13,14,10,0,0,4,5,4,3,0,6,0,9,0,8,0,12,0,0,8,0,41,132,
"West Coast (M)",3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,46,
"West Tamar (M)",9,9,15,5,22,3,12,3,20,0,15,4,28,3,7,12,58,0,4,7,0,43,281,
"No usual address (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",315,201,298,189,289,96,212,119,245,80,278,111,629,75,366,280,1177,51,78,100,45,1070,6316,


" Not stated"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",0,0,0,0,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,495,521,
"Brighton (M)",6,0,6,0,13,4,12,7,5,0,3,0,3,10,4,7,7,0,0,6,18,1055,1167,
"Burnie (C)",3,5,5,0,8,0,10,16,0,0,0,0,3,4,8,8,16,0,0,9,9,1265,1360,
"Central Coast (M)",3,8,11,0,6,3,13,12,9,0,0,0,5,4,3,4,12,0,3,13,16,1289,1421,
"Central Highlands (M)",10,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,162,188,
"Circular Head (M)",24,0,14,0,5,0,11,0,0,0,0,0,0,0,0,0,6,0,0,9,9,552,629,
"Clarence (C)",9,0,17,4,34,6,33,14,9,3,3,4,6,6,23,22,40,9,7,27,27,3285,3567,
"Derwent Valley (M)",4,0,0,0,6,0,5,4,4,0,0,0,0,0,0,0,10,0,0,6,7,672,723,
"Devonport (C)",3,0,12,5,11,7,9,8,5,0,0,0,0,5,4,12,17,3,8,13,15,1573,1705,
"Dorset (M)",8,0,0,0,6,0,4,3,0,0,0,0,0,0,0,3,0,0,0,3,8,472,520,
"Flinders (M)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,62,
"George Town (M)",5,4,5,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,6,550,591,
"Glamorgan/Spring Bay (M)",0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,380,405,
"Glenorchy (C)",0,0,25,8,19,0,29,17,10,3,3,0,7,15,21,9,28,0,13,25,32,3019,3281,
"Hobart (C)",3,0,11,3,14,4,18,23,9,0,9,4,19,4,12,20,30,13,4,17,33,3069,3308,
"Huon Valley (M)",26,0,5,0,10,0,8,8,4,0,0,0,0,5,3,3,11,3,3,13,28,1072,1188,
"Kentish (M)",9,0,3,0,5,0,3,3,4,0,0,0,0,6,0,0,5,0,3,5,14,432,487,
"King Island (M)",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,135,157,
"Kingborough (M)",6,5,10,6,17,10,19,18,6,3,0,0,4,5,10,17,15,4,0,5,28,1526,1714,
"Latrobe (M)",5,0,8,0,8,0,17,4,4,0,0,0,0,3,0,3,0,0,0,6,4,684,757,
"Launceston (C)",8,0,17,5,38,7,36,30,10,3,9,0,3,11,12,17,42,6,17,20,55,4572,4928,
"Meander Valley (M)",9,0,10,3,14,4,12,4,5,0,0,3,6,4,4,4,16,0,3,14,11,1141,1273,
"Northern Midlands (M)",19,0,4,0,9,8,13,7,4,0,0,0,3,0,6,5,10,0,4,4,15,948,1066,
"Sorell (M)",7,0,3,0,12,3,9,3,0,0,0,0,0,0,5,0,8,0,3,4,8,871,948,
"Southern Midlands (M)",3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,393,428,
"Tasman (M)",3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,287,303,
"Waratah/Wynyard (M)",11,6,7,0,3,0,12,6,3,0,0,0,0,0,3,6,4,0,0,4,14,907,988,
"West Coast (M)",0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,326,353,
"West Tamar (M)",10,0,7,3,18,3,17,6,7,0,0,0,4,4,4,9,24,0,13,9,20,1303,1465,
"No usual address (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,124,135,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,
"Total",204,35,182,38,254,54,308,208,98,23,38,28,65,98,132,149,322,47,97,221,412,32645,35646,


" Not applicable"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,863,
"Brighton (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885,3885,
"Burnie (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,3449,
"Central Coast (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,3626,
"Central Highlands (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,341,
"Circular Head (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,1621,
"Clarence (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9852,9852,
"Derwent Valley (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,1873,
"Devonport (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493,4493,
"Dorset (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1140,
"Flinders (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,
"George Town (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,1247,
"Glamorgan/Spring Bay (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,538,
"Glenorchy (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8426,8426,
"Hobart (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,7233,
"Huon Valley (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911,2911,
"Kentish (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,1020,
"King Island (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,247,
"Kingborough (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7129,7129,
"Latrobe (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,1789,
"Launceston (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11565,11565,
"Meander Valley (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,3328,
"Northern Midlands (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,2205,
"Sorell (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680,2680,
"Southern Midlands (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1131,
"Tasman (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,327,
"Waratah/Wynyard (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,2339,
"West Coast (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,767,
"West Tamar (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988,3988,
"No usual address (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90205,90205,


" Total"
"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"LGA (UR)",
"Break O'Day (M)",214,30,126,28,139,20,212,235,72,15,11,31,55,74,99,160,254,16,54,49,16,4171,6104,
"Brighton (M)",120,30,498,135,693,151,887,448,364,91,129,86,173,255,530,411,930,133,312,183,70,9878,16512,
"Burnie (C)",284,258,665,70,485,169,1017,618,403,69,113,76,228,339,450,616,1181,39,329,182,75,11235,18894,
"Central Coast (M)",616,177,797,115,751,220,985,563,445,59,97,86,286,260,535,812,1255,89,372,238,86,12529,21362,
"Central Highlands (M)",278,8,38,16,45,6,53,72,31,3,0,3,22,17,54,42,67,16,18,18,13,1324,2145,
"Circular Head (M)",862,87,635,18,205,89,289,222,127,5,36,22,77,59,100,249,230,17,119,106,37,4327,7920,
"Clarence (C)",417,73,1154,484,2092,441,2692,1567,896,417,762,347,1366,756,2948,2556,3483,499,964,461,198,30239,54818,
"Derwent Valley (M)",231,17,373,99,382,76,408,227,169,36,45,49,100,136,302,255,615,48,126,129,56,6157,10022,
"Devonport (C)",465,135,885,123,737,266,1160,738,661,72,138,137,353,308,446,774,1320,123,437,262,102,15051,24702,
"Dorset (M)",651,17,202,31,151,54,246,187,128,12,15,25,72,65,129,144,200,46,76,74,44,4052,6619,
"Flinders (M)",105,0,14,17,38,5,29,29,23,7,0,5,7,20,39,28,40,5,12,7,4,471,899,
"George Town (M)",102,48,416,39,170,48,239,132,119,10,24,20,46,65,99,162,252,20,62,83,34,4579,6763,
"Glamorgan/Spring Bay (M)",216,15,102,23,124,24,157,312,51,3,17,29,45,67,86,77,127,38,39,57,25,2748,4400,
"Glenorchy (C)",197,60,1361,387,1432,469,2403,1567,967,363,440,207,708,664,1807,1361,2963,376,817,493,215,26994,46246,
"Hobart (C)",324,35,760,469,942,290,2137,2617,475,558,620,316,2223,527,2814,3241,3896,785,639,422,163,26184,50443,
"Huon Valley (M)",922,24,409,89,573,124,578,354,210,95,98,82,305,159,473,522,725,127,266,179,66,9822,16199,
"Kentish (M)",281,46,221,42,193,51,196,234,143,7,13,15,64,94,134,153,285,53,107,66,43,3683,6126,
"King Island (M)",221,10,107,9,52,7,53,41,41,4,5,9,11,14,34,52,60,11,26,20,10,779,1583,
"Kingborough (M)",508,44,766,302,1386,287,1625,1078,414,346,405,198,1205,390,1752,1976,2291,327,606,324,115,19517,35852,
"Latrobe (M)",417,81,400,60,406,120,523,244,295,18,53,65,152,120,174,349,617,49,160,128,43,6220,10700,
"Launceston (C)",606,122,1852,376,2003,844,3400,2341,1169,362,739,367,1250,793,1459,2858,4559,480,1036,659,279,37739,65274,
"Meander Valley (M)",884,98,618,100,704,242,945,557,389,79,213,91,321,212,457,673,1136,153,285,204,81,10819,19281,
"Northern Midlands (M)",747,37,542,81,421,183,582,270,298,31,103,77,157,139,265,323,681,88,225,172,53,7319,12821,
"Sorell (M)",255,37,453,127,684,129,713,423,335,75,108,86,240,214,617,430,794,118,260,164,60,8096,14415,
"Southern Midlands (M)",397,6,186,44,254,72,232,127,127,20,29,26,64,75,181,183,282,47,117,90,39,3445,6042,
"Tasman (M)",117,5,31,4,64,3,32,105,31,0,12,11,23,42,37,52,86,97,18,19,7,1580,2372,
"Waratah/Wynyard (M)",468,245,474,37,380,156,584,294,253,23,65,50,161,190,266,461,770,37,188,159,59,8236,13575,
"West Coast (M)",98,350,23,27,75,11,109,227,74,9,8,13,23,72,84,120,94,19,54,15,21,2631,4152,
"West Tamar (M)",349,112,718,152,842,279,1072,677,409,125,240,147,472,247,575,1053,1456,170,404,249,96,12868,22719,
"No usual address (Tas.)",10,3,23,0,20,0,22,28,17,3,9,4,12,4,15,8,33,8,7,14,6,666,911,
"Migratory - Offshore - Shipping (Tas.)",3,0,3,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,23,75,
"Total",11382,2221,14859,3514,16442,4843,23596,16541,9154,2932,4542,2679,10214,6400,16964,20104,30683,4017,8117,5241,2135,293381,509961,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
