"Taxation statistics 2015–16 Companies: Key items, by industry code, 2015-16 income year1",,,,,,,,,
,,,,,,,,,
Industry code,Business description,Number of companies,Total income no.,Total income $,Total expenses no.,Total expenses $,Taxable income or loss no.,Taxable income or loss $,
91210,Horse and Dog Racing Administration and Track Operation,16,14,"27,800,517",16,"28,527,851",12,"252,781",
91291,Dog Training (Racing),41,38,"10,582,767",38,"8,697,545",34,"1,351,186",
91292,Horse Training (Racing),418,386,"443,970,778",410,"434,694,914",336,"-4,686,147",
91299,Other Horse and Dog Racing Activities,204,180,"69,932,829",196,"69,808,420",157,"-730,759",
91310,Amusement Parks and Centres Operation,248,225,"720,470,588",246,"729,347,911",199,"7,979,629",
91390,Amusement and Other Recreational Activities n.e.c.,814,770,"442,825,350",798,"424,552,276",623,"11,880,469",
92010,Casino Operation,14,14,"7,519,963,281",14,"6,081,281,900",13,"692,879,233",
92020,Lottery Operation,92,87,"5,500,688,759",91,"5,200,974,826",68,"175,206,723",
92091,Bookmaker,45,42,"619,591,631",44,"546,355,896",36,"100,059,898",
92092,TAB Agency Operation,84,78,"22,144,086",81,"21,191,008",71,"805,538",
92099,Other Gambling Activities n.e.c.,169,154,"2,555,181,910",164,"2,466,347,980",142,"263,681,069",
94110,Automotive Electrical Services,"1,245","1,201","844,411,684","1,217","802,661,051",974,"33,905,294",
94121,Motor Vehicle Windscreen Repair and Service,179,171,"87,393,063",174,"81,584,178",142,"5,578,215",
94129,"Automotive Body, Paint and Interior Repair n.e.c.","3,087","2,956","3,355,216,380","2,998","3,171,835,079","2,461","175,613,219",
94191,Motor Vehicle Clutch and Brake Repair and Service,439,423,"251,797,667",427,"242,921,074",350,"8,455,654",
94192,Motor Vehicle Radiator Repair and Service,174,165,"91,371,549",169,"89,602,217",128,"1,254,174",
94193,Motor Vehicle Muffler and Exhaust Repair and Service,160,158,"90,489,908",158,"90,157,876",125,"926,158",
94199,Other Automotive Repair and Maintenance,"7,248","6,970","5,298,108,128","7,085","5,064,883,811","5,742","220,322,800",
94210,Domestic Appliance Repair and Maintenance,690,665,"402,071,899",672,"380,736,216",523,"20,618,348",
94220,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance,917,836,"592,080,493",882,"559,487,623",708,"27,711,111",
94290,Other Machinery and Equipment Repair and Maintenance,809,762,"621,710,368",788,"591,323,632",649,"29,062,009",
94910,Clothing and Footwear Repair,99,96,"28,715,371",96,"27,790,110",71,"643,174",
94990,Other Repair and Maintenance n.e.c.,"1,210","1,147","529,750,475","1,180","497,275,322",924,"28,445,788",
95110,Hairdressing and Beauty Services,"5,689","5,387","2,108,331,493","5,515","2,057,119,343","4,413","40,176,509",
95120,Diet and Weight Reduction Centre Operation,91,74,"142,342,807",86,"164,630,222",67,"-3,191,931",
95200,"Funeral, Crematorium and Cemetery Services",333,319,"964,532,814",322,"809,915,571",285,"150,595,475",
95310,Laundry and Dry-Cleaning Services,973,909,"936,101,251",934,"867,266,512",747,"71,925,611",
95320,Photographic Film Processing,173,158,"98,297,919",167,"95,485,829",125,"2,845,263",
95330,Parking Services,157,138,"1,442,600,138",143,"1,378,634,457",120,"80,530,666",
95340,Brothel Keeping and Prostitution Services,158,152,"61,307,236",155,"54,910,478",128,"5,876,732",
95391,Fortune Telling and Similar Services,30,29,"17,607,554",29,"18,483,432",22,"-957,440",
95392,Introduction Agency Services,96,85,"69,353,994",92,"61,852,360",73,"8,264,765",
95393,Child Minding (Babysitting in the Home),65,61,"23,985,688",62,"21,829,205",47,"2,050,618",
95399,Other Personal Services n.e.c.,"2,478","2,160","567,252,914","2,292","514,862,571","1,805","49,324,698",
95400,Religious Services,38,33,"13,401,752",32,"13,389,092",28,"262,246",
95510,Business and Professional Association Services,"3,211","2,836","2,786,210,886","2,953","2,712,881,834","2,464","144,844,707",
95520,Labour Association Services,75,69,"72,534,034",72,"72,172,225",60,"123,604",
95591,Parents and Citizens Associations,13,13,"1,084,902",12,"837,155",9,"-96,458",
95599,Other Interest Group Services n.e.c.,"1,164","1,072","3,639,902,786","1,019","3,499,889,164",918,"145,407,036",
96010,Private Households Employing Staff,<10,na,"1,492,630",na,"1,338,634",na,"73,524",
96020,Undifferentiated Goods-Producing Activities of Private Households for Own Use,15,13,"3,343,655",15,"3,599,535",11,"-364,522",
96030,Undifferentiated Service-Producing Activities of Private Households for Own Use,57,43,"7,336,712",50,"4,620,049",45,"2,682,556",
Other,Business other than those mentioned above or ANZSIC code is unknown,"8,471","3,342","2,270,345,247","1,615","508,940,500","1,944","1,153,164,995",
,,,,,,,,,
