            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates of Personal Income for Small Areas, 2011-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) Tuesday 19 June 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5 ESTIMATES OF PERSONAL INCOME, Total Income, 2011-16 Local Government Area (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,Median age of earners (years),,,,,,Income ($),,,,,,Median ($),,,,,,Mean ($),,,,,,,,,
LGA,LGA NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,,,,
36250,Redland (C)," 79,267 "," 80,555 "," 80,807 "," 81,979 "," 84,564 "," 85,454 ", 43 , 44 , 44 , 44 , 45 , 45 ," 4,040,000,000 "," 4,410,000,000 "," 4,620,000,000 "," 4,820,000,000 "," 5,040,000,000 "," 5,160,000,000 "," 41,570 "," 44,037 "," 46,001 "," 47,046 "," 48,039 "," 49,248 "," 50,996 "," 54,706 "," 57,220 "," 58,772 "," 59,562 "," 60,347 ",,,,
36300,Richmond (S), 499 , 499 , 509 , 518 , 501 , 318 , 41 , 41 , 41 , 41 , 40 , 38 ," 16,914,403 "," 21,009,983 "," 24,595,098 "," 18,438,742 "," 19,726,548 "," 17,238,969 "," 35,294 "," 37,270 "," 42,753 "," 36,528 "," 38,674 "," 46,643 "," 33,897 "," 42,104 "," 48,320 "," 35,596 "," 39,374 "," 54,211 ",,,,
36370,Rockhampton (R)," 40,555 "," 41,870 "," 42,103 "," 41,315 "," 41,786 "," 40,453 ", 40 , 40 , 40 , 40 , 40 , 41 ," 2,050,000,000 "," 2,320,000,000 "," 2,450,000,000 "," 2,430,000,000 "," 2,490,000,000 "," 2,410,000,000 "," 42,855 "," 46,545 "," 48,280 "," 48,904 "," 49,931 "," 50,031 "," 50,595 "," 55,475 "," 58,156 "," 58,762 "," 59,538 "," 59,462 ",,,,
36510,Scenic Rim (R)," 19,341 "," 19,694 "," 19,767 "," 20,145 "," 20,691 "," 20,792 ", 46 , 46 , 47 , 47 , 47 , 47 ," 790,000,000 "," 857,000,000 "," 905,000,000 "," 950,000,000 "," 998,000,000 "," 1,020,000,000 "," 34,169 "," 36,281 "," 37,466 "," 38,986 "," 39,774 "," 40,675 "," 40,855 "," 43,502 "," 45,798 "," 47,178 "," 48,223 "," 49,230 ",,,,
36580,Somerset (R)," 10,525 "," 10,787 "," 10,902 "," 11,058 "," 11,340 "," 11,391 ", 45 , 45 , 45 , 45 , 45 , 45 ," 410,000,000 "," 462,000,000 "," 486,000,000 "," 523,000,000 "," 532,000,000 "," 552,000,000 "," 34,524 "," 37,115 "," 38,409 "," 39,499 "," 40,425 "," 42,101 "," 38,912 "," 42,831 "," 44,572 "," 47,317 "," 46,901 "," 48,448 ",,,,
36630,South Burnett (R)," 14,534 "," 14,545 "," 14,489 "," 14,466 "," 14,628 "," 14,276 ", 45 , 45 , 46 , 46 , 46 , 46 ," 542,000,000 "," 598,000,000 "," 618,000,000 "," 617,000,000 "," 642,000,000 "," 658,000,000 "," 30,989 "," 33,936 "," 34,782 "," 35,671 "," 36,416 "," 38,012 "," 37,301 "," 41,114 "," 42,661 "," 42,670 "," 43,875 "," 46,087 ",,,,
36660,Southern Downs (R)," 18,073 "," 18,274 "," 18,377 "," 18,609 "," 18,740 "," 18,530 ", 45 , 45 , 45 , 45 , 45 , 46 ," 622,000,000 "," 678,000,000 "," 702,000,000 "," 742,000,000 "," 759,000,000 "," 780,000,000 "," 29,997 "," 31,734 "," 32,597 "," 34,162 "," 34,586 "," 36,058 "," 34,442 "," 37,089 "," 38,224 "," 39,879 "," 40,479 "," 42,113 ",,,,
36720,Sunshine Coast (R)," 146,631 "," 149,154 "," 151,876 "," 157,286 "," 164,516 "," 169,107 ", 45 , 45 , 45 , 45 , 45 , 45 ," 6,310,000,000 "," 6,970,000,000 "," 7,550,000,000 "," 8,140,000,000 "," 8,680,000,000 "," 9,060,000,000 "," 34,091 "," 36,730 "," 38,469 "," 39,725 "," 40,639 "," 41,566 "," 43,005 "," 46,702 "," 49,721 "," 51,781 "," 52,782 "," 53,577 ",,,,
36820,Tablelands (R)," 12,644 "," 12,726 "," 12,673 "," 12,825 "," 13,183 "," 12,997 ", 47 , 48 , 48 , 48 , 48 , 48 ," 496,000,000 "," 543,000,000 "," 552,000,000 "," 569,000,000 "," 590,000,000 "," 585,000,000 "," 31,336 "," 33,638 "," 34,370 "," 35,088 "," 35,055 "," 35,862 "," 39,235 "," 42,662 "," 43,564 "," 44,335 "," 44,788 "," 44,996 ",,,,
36910,Toowoomba (R)," 82,486 "," 83,682 "," 84,307 "," 85,751 "," 87,609 "," 86,831 ", 43 , 43 , 43 , 43 , 43 , 43 ," 3,680,000,000 "," 4,050,000,000 "," 4,340,000,000 "," 4,550,000,000 "," 4,690,000,000 "," 4,770,000,000 "," 38,047 "," 40,753 "," 43,132 "," 44,395 "," 45,069 "," 45,891 "," 44,593 "," 48,374 "," 51,524 "," 53,075 "," 53,561 "," 54,904 ",,,,
36950,Torres (S)," 1,598 "," 1,679 "," 1,659 "," 1,631 "," 1,672 "," 1,636 ", 38 , 38 , 39 , 39 , 40 , 39 ," 75,982,075 "," 86,489,268 "," 89,668,834 "," 89,922,370 "," 97,058,098 "," 100,000,000 "," 40,196 "," 43,464 "," 46,289 "," 47,348 "," 50,346 "," 53,597 "," 47,548 "," 51,512 "," 54,050 "," 55,133 "," 58,049 "," 61,320 ",,,,
36960,Torres Strait Island (R), 578 , 612 , 558 , 553 , 576 , 347 , 38 , 38 , 39 , 39 , 39 , 38 ," 16,652,927 "," 20,603,919 "," 21,154,932 "," 20,690,865 "," 23,869,538 "," 13,479,713 "," 20,668 "," 28,285 "," 33,042 "," 34,115 "," 37,233 "," 33,227 "," 28,811 "," 33,667 "," 37,912 "," 37,416 "," 41,440 "," 38,846 ",,,,
37010,Townsville (C)," 99,694 "," 102,369 "," 102,743 "," 103,022 "," 104,536 "," 102,453 ", 39 , 39 , 40 , 40 , 40 , 41 ," 5,300,000,000 "," 5,810,000,000 "," 6,080,000,000 "," 6,160,000,000 "," 6,280,000,000 "," 6,240,000,000 "," 46,127 "," 48,553 "," 50,762 "," 51,011 "," 51,539 "," 52,134 "," 53,211 "," 56,796 "," 59,185 "," 59,835 "," 60,096 "," 60,953 ",,,,
37300,Weipa (T)," 1,437 "," 1,601 "," 1,694 "," 1,770 "," 1,903 "," 1,843 ", 37 , 37 , 38 , 38 , 38 , 38 ," 101,000,000 "," 121,000,000 "," 138,000,000 "," 146,000,000 "," 164,000,000 "," 163,000,000 "," 66,479 "," 73,673 "," 79,783 "," 76,332 "," 80,358 "," 81,123 "," 70,316 "," 75,567 "," 81,361 "," 82,294 "," 86,374 "," 88,228 ",,,,
37310,Western Downs (R)," 15,199 "," 16,157 "," 16,516 "," 16,879 "," 16,528 "," 16,803 ", 42 , 42 , 42 , 42 , 42 , 43 ," 632,000,000 "," 781,000,000 "," 869,000,000 "," 895,000,000 "," 873,000,000 "," 914,000,000 "," 35,970 "," 40,667 "," 43,725 "," 44,365 "," 43,738 "," 45,002 "," 41,599 "," 48,342 "," 52,618 "," 53,019 "," 52,798 "," 54,366 ",,,,
37340,Whitsunday (R)," 18,499 "," 19,416 "," 19,369 "," 19,307 "," 19,723 "," 19,192 ", 40 , 41 , 41 , 42 , 42 , 42 ," 858,000,000 "," 1,020,000,000 "," 1,080,000,000 "," 1,040,000,000 "," 1,050,000,000 "," 1,020,000,000 "," 36,472 "," 40,175 "," 42,108 "," 41,290 "," 41,141 "," 41,993 "," 46,383 "," 52,502 "," 55,682 "," 53,941 "," 53,169 "," 53,003 ",,,,
37400,Winton (S), 720 , 731 , 746 , 741 , 719 , 508 , 45 , 46 , 45 , 45 , 45 , 45 ," 37,448,177 "," 39,520,721 "," 34,787,711 "," 25,929,430 "," 30,866,029 "," 24,540,787 "," 41,428 "," 43,923 "," 40,149 "," 38,059 "," 41,406 "," 45,103 "," 52,011 "," 54,064 "," 46,632 "," 34,992 "," 42,929 "," 48,309 ",,,,
37550,Woorabinda (S), 195 , 205 , 211 , 213 , 196 , 207 , 40 , 39 , 40 , 39 , 40 , 40 ," 7,646,549 "," 7,901,964 "," 8,473,808 "," 8,156,117 "," 7,498,782 "," 8,134,880 "," 35,492 "," 31,899 "," 35,481 "," 31,688 "," 31,389 "," 34,442 "," 39,213 "," 38,546 "," 40,160 "," 38,292 "," 38,259 "," 39,299 ",,,,
37570,Wujal Wujal (S), 82 , 79 , 76 , 88 , 85 , 55 , 40 , 39 , 39 , 40 , 42 , 40 ," 2,713,909 "," 2,648,140 "," 2,618,630 "," 3,357,710 "," 3,498,086 "," 2,379,751 "," 28,832 "," 32,180 "," 28,571 "," 30,397 "," 32,882 "," 36,369 "," 33,096 "," 33,521 "," 34,456 "," 38,156 "," 41,154 "," 43,268 ",,,,
37600,Yarrabah (S), 410 , 440 , 418 , 426 , 458 , 480 , 40 , 39 , 39 , 40 , 39 , 39 ," 14,079,354 "," 15,097,703 "," 16,478,918 "," 16,775,746 "," 18,412,559 "," 19,298,054 "," 31,510 "," 32,044 "," 36,514 "," 36,990 "," 38,547 "," 37,001 "," 34,340 "," 34,313 "," 39,423 "," 39,380 "," 40,202 "," 40,204 ",,,,
40070,Adelaide (C)," 12,219 "," 12,211 "," 12,275 "," 12,224 "," 12,608 "," 14,031 ", 37 , 38 , 38 , 38 , 38 , 41 ," 789,000,000 "," 822,000,000 "," 878,000,000 "," 899,000,000 "," 944,000,000 "," 1,060,000,000 "," 42,353 "," 44,706 "," 47,678 "," 49,541 "," 49,502 "," 48,851 "," 64,604 "," 67,327 "," 71,567 "," 73,537 "," 74,843 "," 75,443 ",,,,
40120,Adelaide Hills (DC)," 24,019 "," 24,084 "," 23,985 "," 24,222 "," 24,607 "," 24,230 ", 47 , 47 , 48 , 48 , 48 , 48 ," 1,390,000,000 "," 1,440,000,000 "," 1,490,000,000 "," 1,560,000,000 "," 1,630,000,000 "," 1,620,000,000 "," 43,177 "," 45,256 "," 46,839 "," 48,035 "," 49,364 "," 49,518 "," 57,722 "," 59,960 "," 62,248 "," 64,378 "," 66,155 "," 66,708 ",,,,
40220,Alexandrina (DC)," 12,291 "," 12,613 "," 12,685 "," 12,963 "," 13,324 "," 13,293 ", 48 , 49 , 50 , 50 , 50 , 50 ," 475,000,000 "," 515,000,000 "," 539,000,000 "," 572,000,000 "," 603,000,000 "," 610,000,000 "," 32,301 "," 34,092 "," 35,168 "," 36,414 "," 37,300 "," 37,647 "," 38,637 "," 40,851 "," 42,516 "," 44,122 "," 45,220 "," 45,859 ",,,,
40250,Anangu Pitjantjatjara (AC), 172 , 221 , 198 , 163 , 162 , 169 , 39 , 40 , 38 , 39 , 40 , 41 ," 5,120,253 "," 6,581,740 "," 7,434,987 "," 7,050,851 "," 6,369,044 "," 7,310,883 "," 20,259 "," 20,401 "," 28,287 "," 30,388 "," 24,186 "," 25,272 "," 29,769 "," 29,782 "," 37,550 "," 43,257 "," 39,315 "," 43,260 ",,,,
40310,Barossa (DC)," 13,097 "," 13,146 "," 13,079 "," 13,169 "," 13,459 "," 13,311 ", 45 , 45 , 46 , 46 , 46 , 46 ," 606,000,000 "," 631,000,000 "," 650,000,000 "," 690,000,000 "," 709,000,000 "," 705,000,000 "," 39,664 "," 41,413 "," 42,905 "," 44,401 "," 44,769 "," 45,449 "," 46,246 "," 48,029 "," 49,735 "," 52,434 "," 52,681 "," 52,936 ",,,,
40430,Barunga West (DC)," 1,116 "," 1,172 "," 1,164 "," 1,152 "," 1,166 "," 1,029 ", 50 , 51 , 51 , 52 , 53 , 52 ," 58,174,629 "," 55,872,499 "," 54,319,274 "," 65,412,713 "," 76,149,253 "," 56,340,789 "," 37,752 "," 38,168 "," 37,375 "," 41,433 "," 45,171 "," 40,774 "," 52,128 "," 47,673 "," 46,666 "," 56,782 "," 65,308 "," 54,753 ",,,,
40520,Berri and Barmera (DC)," 5,456 "," 5,423 "," 5,490 "," 5,448 "," 5,469 "," 5,664 ", 45 , 45 , 46 , 46 , 46 , 47 ," 206,000,000 "," 220,000,000 "," 234,000,000 "," 244,000,000 "," 246,000,000 "," 264,000,000 "," 33,147 "," 35,545 "," 37,867 "," 39,048 "," 39,851 "," 41,155 "," 37,755 "," 40,618 "," 42,659 "," 44,740 "," 45,017 "," 46,579 ",,,,
40700,Burnside (C)," 27,390 "," 27,846 "," 27,984 "," 28,261 "," 28,764 "," 29,295 ", 49 , 49 , 49 , 50 , 49 , 50 ," 2,060,000,000 "," 2,150,000,000 "," 2,230,000,000 "," 2,370,000,000 "," 2,420,000,000 "," 2,480,000,000 "," 47,878 "," 50,183 "," 52,100 "," 53,993 "," 54,195 "," 55,059 "," 75,049 "," 77,314 "," 79,795 "," 83,745 "," 84,216 "," 84,542 ",,,,
40910,Campbelltown (C) (SA)," 26,962 "," 27,123 "," 27,587 "," 27,915 "," 28,347 "," 28,610 ", 43 , 43 , 44 , 44 , 44 , 44 ," 1,250,000,000 "," 1,320,000,000 "," 1,390,000,000 "," 1,470,000,000 "," 1,510,000,000 "," 1,540,000,000 "," 39,284 "," 41,075 "," 42,625 "," 44,105 "," 44,983 "," 45,479 "," 46,497 "," 48,521 "," 50,317 "," 52,522 "," 53,202 "," 53,879 ",,,,
41010,Ceduna (DC)," 2,082 "," 2,124 "," 2,146 "," 2,143 "," 2,202 "," 2,129 ", 43 , 43 , 43 , 44 , 44 , 44 ," 101,000,000 "," 104,000,000 "," 99,277,772 "," 107,000,000 "," 118,000,000 "," 110,000,000 "," 40,632 "," 42,631 "," 40,009 "," 43,081 "," 46,162 "," 45,662 "," 48,400 "," 48,804 "," 46,262 "," 49,839 "," 53,370 "," 51,844 ",,,,
41060,Charles Sturt (C)," 57,294 "," 58,240 "," 59,120 "," 60,534 "," 61,980 "," 63,332 ", 42 , 43 , 43 , 43 , 43 , 43 ," 2,770,000,000 "," 2,970,000,000 "," 3,140,000,000 "," 3,320,000,000 "," 3,480,000,000 "," 3,610,000,000 "," 40,397 "," 42,101 "," 44,059 "," 45,464 "," 46,791 "," 47,928 "," 48,276 "," 50,960 "," 53,132 "," 54,841 "," 56,143 "," 56,978 ",,,,
41140,Clare and Gilbert Valleys (DC)," 5,028 "," 5,012 "," 5,028 "," 5,090 "," 5,136 "," 5,348 ", 47 , 48 , 48 , 49 , 49 , 49 ," 216,000,000 "," 226,000,000 "," 234,000,000 "," 250,000,000 "," 262,000,000 "," 279,000,000 "," 35,392 "," 37,454 "," 38,538 "," 40,158 "," 41,878 "," 40,973 "," 43,032 "," 45,186 "," 46,581 "," 49,152 "," 51,089 "," 52,174 ",,,,
41190,Cleve (DC)," 1,061 "," 1,071 "," 1,054 "," 1,030 "," 1,026 ", 937 , 47 , 47 , 47 , 48 , 49 , 48 ," 59,999,527 "," 57,270,750 "," 45,612,887 "," 52,934,941 "," 58,043,587 "," 51,734,398 "," 42,768 "," 42,578 "," 35,837 "," 43,602 "," 47,042 "," 47,952 "," 56,550 "," 53,474 "," 43,276 "," 51,393 "," 56,573 "," 55,213 ",,,,
41330,Coober Pedy (DC), 751 , 771 , 779 , 776 , 755 , 678 , 46 , 45 , 45 , 46 , 45 , 42 ," 30,554,268 "," 35,381,336 "," 35,674,367 "," 35,417,003 "," 34,817,417 "," 33,252,257 "," 33,710 "," 39,636 "," 41,005 "," 41,378 "," 40,044 "," 44,762 "," 40,685 "," 45,890 "," 45,795 "," 45,640 "," 46,116 "," 49,045 ",,,,
41560,Copper Coast (DC)," 6,267 "," 6,380 "," 6,394 "," 6,542 "," 6,742 "," 6,711 ", 47 , 47 , 47 , 48 , 48 , 48 ," 273,000,000 "," 287,000,000 "," 290,000,000 "," 315,000,000 "," 344,000,000 "," 324,000,000 "," 34,517 "," 36,257 "," 36,997 "," 39,301 "," 40,208 "," 39,174 "," 43,611 "," 45,000 "," 45,299 "," 48,135 "," 51,003 "," 48,339 ",,,,
41750,Elliston (DC), 646 , 606 , 591 , 595 , 595 , 503 , 45 , 48 , 48 , 48 , 48 , 47 ," 40,632,613 "," 28,075,546 "," 22,836,843 "," 28,664,206 "," 32,265,854 "," 26,245,613 "," 39,282 "," 33,960 "," 30,679 "," 38,744 "," 44,297 "," 43,897 "," 62,899 "," 46,329 "," 38,641 "," 48,175 "," 54,228 "," 52,178 ",,,,
41830,Flinders Ranges (DC), 988 , 976 ," 1,005 ", 955 , 940 , 888 , 46 , 48 , 47 , 49 , 49 , 48 ," 46,515,842 "," 50,048,633 "," 51,227,789 "," 49,747,581 "," 51,805,265 "," 50,956,858 "," 38,818 "," 43,002 "," 41,426 "," 43,268 "," 46,689 "," 47,155 "," 47,081 "," 51,279 "," 50,973 "," 52,092 "," 55,112 "," 57,384 ",,,,
41960,Franklin Harbour (DC), 678 , 696 , 705 , 697 , 719 , 669 , 46 , 47 , 46 , 47 , 48 , 48 ," 34,140,694 "," 34,721,468 "," 37,036,587 "," 39,168,469 "," 38,933,978 "," 38,518,734 "," 37,733 "," 39,061 "," 40,477 "," 40,564 "," 39,139 "," 39,352 "," 50,355 "," 49,887 "," 52,534 "," 56,196 "," 54,150 "," 57,577 ",,,,
42030,Gawler (T)," 11,058 "," 11,108 "," 11,062 "," 11,328 "," 11,731 "," 12,112 ", 43 , 44 , 44 , 44 , 44 , 44 ," 493,000,000 "," 524,000,000 "," 543,000,000 "," 571,000,000 "," 602,000,000 "," 623,000,000 "," 39,645 "," 41,468 "," 43,234 "," 44,882 "," 45,358 "," 45,953 "," 44,578 "," 47,135 "," 49,058 "," 50,429 "," 51,275 "," 51,423 ",,,,
42110,Goyder (DC)," 2,077 "," 2,083 "," 2,034 "," 2,098 "," 2,069 "," 1,959 ", 48 , 48 , 49 , 49 , 50 , 50 ," 82,835,144 "," 84,496,372 "," 75,226,578 "," 88,608,907 "," 93,124,657 "," 90,020,801 "," 33,023 "," 35,112 "," 31,613 "," 34,178 "," 37,129 "," 37,626 "," 39,882 "," 40,565 "," 36,985 "," 42,235 "," 45,010 "," 45,952 ",,,,
42250,Grant (DC)," 2,981 "," 3,042 "," 3,058 "," 3,153 "," 3,422 "," 3,370 ", 44 , 45 , 45 , 45 , 46 , 45 ," 131,000,000 "," 140,000,000 "," 145,000,000 "," 204,000,000 "," 188,000,000 "," 193,000,000 "," 37,317 "," 39,520 "," 39,488 "," 41,663 "," 44,212 "," 45,901 "," 44,025 "," 46,011 "," 47,276 "," 64,759 "," 54,953 "," 57,179 ",,,,
42600,Holdfast Bay (C)," 21,909 "," 22,033 "," 22,272 "," 22,335 "," 22,818 "," 23,037 ", 47 , 47 , 48 , 48 , 48 , 48 ," 1,280,000,000 "," 1,340,000,000 "," 1,410,000,000 "," 1,460,000,000 "," 1,510,000,000 "," 1,550,000,000 "," 43,685 "," 45,969 "," 47,519 "," 49,298 "," 50,396 "," 51,006 "," 58,288 "," 60,774 "," 63,221 "," 65,515 "," 66,304 "," 67,089 ",,,,
42750,Kangaroo Island (DC)," 2,601 "," 2,663 "," 2,683 "," 2,682 "," 2,697 "," 2,633 ", 49 , 49 , 50 , 51 , 51 , 50 ," 95,899,476 "," 103,000,000 "," 96,452,262 "," 105,000,000 "," 106,000,000 "," 111,000,000 "," 30,060 "," 32,107 "," 28,866 "," 32,192 "," 32,102 "," 34,221 "," 36,870 "," 38,677 "," 35,949 "," 39,077 "," 39,336 "," 42,124 ",,,,
43080,Karoonda East Murray (DC), 548 , 569 , 561 , 568 , 576 , 499 , 49 , 50 , 50 , 50 , 50 , 49 ," 27,058,759 "," 20,629,771 "," 18,210,585 "," 18,246,534 "," 23,290,148 "," 16,327,978 "," 33,867 "," 30,202 "," 29,234 "," 27,341 "," 35,257 "," 27,934 "," 49,377 "," 36,256 "," 32,461 "," 32,124 "," 40,434 "," 32,721 ",,,,
43220,Kimba (DC), 632 , 635 , 610 , 611 , 611 , 535 , 47 , 48 , 48 , 48 , 48 , 46 ," 45,457,384 "," 36,308,194 "," 28,703,047 "," 33,393,964 "," 39,358,479 "," 26,674,288 "," 48,128 "," 44,780 "," 36,740 "," 46,090 "," 49,754 "," 39,413 "," 71,926 "," 57,178 "," 47,054 "," 54,655 "," 64,416 "," 49,858 ",,,,
43360,Kingston (DC) (SA)," 1,167 "," 1,173 "," 1,186 "," 1,196 "," 1,235 "," 1,225 ", 48 , 49 , 50 , 50 , 50 , 50 ," 49,976,506 "," 52,156,842 "," 48,251,817 "," 53,413,489 "," 60,222,863 "," 64,617,179 "," 35,019 "," 36,570 "," 35,758 "," 39,026 "," 40,460 "," 42,310 "," 42,825 "," 44,464 "," 40,685 "," 44,660 "," 48,763 "," 52,749 ",,,,
43650,Light (RegC)," 7,428 "," 7,642 "," 7,822 "," 8,037 "," 8,201 "," 8,120 ", 43 , 44 , 45 , 45 , 45 , 45 ," 341,000,000 "," 379,000,000 "," 393,000,000 "," 422,000,000 "," 439,000,000 "," 443,000,000 "," 40,524 "," 43,581 "," 44,957 "," 45,652 "," 47,099 "," 47,960 "," 45,875 "," 49,544 "," 50,236 "," 52,507 "," 53,579 "," 54,529 ",,,,
43710,Lower Eyre Peninsula (DC)," 2,314 "," 2,376 "," 2,523 "," 2,656 "," 2,842 "," 2,859 ", 45 , 46 , 46 , 46 , 46 , 45 ," 116,000,000 "," 123,000,000 "," 137,000,000 "," 143,000,000 "," 146,000,000 "," 159,000,000 "," 37,868 "," 42,562 "," 42,466 "," 42,535 "," 42,302 "," 44,677 "," 49,919 "," 51,936 "," 54,473 "," 53,954 "," 51,345 "," 55,485 ",,,,
43790,Loxton Waikerie (DC)," 6,194 "," 6,130 "," 6,194 "," 6,216 "," 6,274 "," 6,012 ", 45 , 45 , 46 , 46 , 46 , 46 ," 243,000,000 "," 243,000,000 "," 255,000,000 "," 271,000,000 "," 285,000,000 "," 278,000,000 "," 33,190 "," 35,308 "," 36,187 "," 37,280 "," 37,592 "," 39,751 "," 39,271 "," 39,574 "," 41,202 "," 43,610 "," 45,477 "," 46,279 ",,,,
43920,Mallala (DC)," 4,406 "," 4,463 "," 4,501 "," 4,633 "," 4,717 "," 5,191 ", 44 , 44 , 44 , 45 , 45 , 43 ," 198,000,000 "," 212,000,000 "," 218,000,000 "," 235,000,000 "," 263,000,000 "," 267,000,000 "," 40,067 "," 41,748 "," 43,153 "," 44,898 "," 46,277 "," 43,772 "," 44,869 "," 47,467 "," 48,514 "," 50,793 "," 55,817 "," 51,398 ",,,,
44000,Maralinga Tjarutja (AC), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,,,,
44060,Marion (C)," 47,087 "," 47,829 "," 48,308 "," 48,726 "," 49,658 "," 50,199 ", 42 , 42 , 42 , 42 , 42 , 42 ," 2,150,000,000 "," 2,300,000,000 "," 2,440,000,000 "," 2,540,000,000 "," 2,640,000,000 "," 2,700,000,000 "," 40,736 "," 42,328 "," 44,445 "," 45,836 "," 46,762 "," 47,561 "," 45,647 "," 48,014 "," 50,415 "," 52,172 "," 53,099 "," 53,838 ",,,,
44210,Mid Murray (DC)," 3,781 "," 3,890 "," 3,860 "," 3,952 "," 4,057 "," 3,946 ", 48 , 48 , 49 , 49 , 50 , 50 ," 144,000,000 "," 149,000,000 "," 150,000,000 "," 157,000,000 "," 171,000,000 "," 166,000,000 "," 31,741 "," 32,873 "," 33,100 "," 33,642 "," 36,006 "," 36,681 "," 38,153 "," 38,340 "," 38,948 "," 39,631 "," 42,181 "," 42,155 ",,,,
44340,Mitcham (C)," 38,553 "," 38,751 "," 38,907 "," 39,381 "," 39,872 "," 39,827 ", 46 , 46 , 46 , 46 , 46 , 47 ," 2,210,000,000 "," 2,330,000,000 "," 2,430,000,000 "," 2,530,000,000 "," 2,600,000,000 "," 2,650,000,000 "," 43,506 "," 45,744 "," 48,027 "," 49,136 "," 50,104 "," 51,137 "," 57,197 "," 60,014 "," 62,401 "," 64,324 "," 65,305 "," 66,447 ",,,,
44550,Mount Barker (DC)," 17,121 "," 17,410 "," 17,718 "," 18,190 "," 18,736 "," 18,948 ", 43 , 44 , 44 , 44 , 44 , 44 ," 809,000,000 "," 862,000,000 "," 921,000,000 "," 983,000,000 "," 1,020,000,000 "," 1,040,000,000 "," 39,591 "," 41,348 "," 43,255 "," 44,987 "," 45,558 "," 45,922 "," 47,234 "," 49,511 "," 51,968 "," 54,026 "," 54,571 "," 54,809 ",,,,
44620,Mount Gambier (C)," 15,255 "," 15,073 "," 14,935 "," 14,914 "," 15,052 "," 15,109 ", 43 , 44 , 44 , 45 , 44 , 45 ," 664,000,000 "," 695,000,000 "," 705,000,000 "," 733,000,000 "," 747,000,000 "," 780,000,000 "," 38,540 "," 40,408 "," 41,574 "," 42,884 "," 43,507 "," 45,314 "," 43,538 "," 46,077 "," 47,219 "," 49,157 "," 49,635 "," 51,592 ",,,,
44830,Mount Remarkable (DC)," 1,384 "," 1,368 "," 1,346 "," 1,384 "," 1,434 "," 1,382 ", 50 , 51 , 52 , 52 , 52 , 52 ," 64,317,029 "," 58,317,752 "," 54,106,158 "," 67,935,756 "," 72,029,555 "," 71,218,973 "," 34,417 "," 33,499 "," 31,247 "," 38,170 "," 39,251 "," 41,541 "," 46,472 "," 42,630 "," 40,198 "," 49,087 "," 50,230 "," 51,533 ",,,,
45040,Murray Bridge (RC)," 9,854 "," 9,893 "," 9,880 "," 10,016 "," 10,442 "," 10,666 ", 43 , 43 , 44 , 44 , 44 , 43 ," 366,000,000 "," 388,000,000 "," 404,000,000 "," 421,000,000 "," 443,000,000 "," 456,000,000 "," 34,271 "," 35,893 "," 37,065 "," 38,059 "," 38,028 "," 38,497 "," 37,102 "," 39,259 "," 40,890 "," 42,045 "," 42,421 "," 42,779 ",,,,
45090,Naracoorte and Lucindale (DC)," 5,320 "," 5,347 "," 5,341 "," 5,388 "," 5,496 "," 5,414 ", 44 , 44 , 44 , 44 , 45 , 45 ," 225,000,000 "," 237,000,000 "," 227,000,000 "," 246,000,000 "," 278,000,000 "," 267,000,000 "," 36,348 "," 37,408 "," 37,158 "," 39,201 "," 41,435 "," 41,441 "," 42,293 "," 44,243 "," 42,461 "," 45,740 "," 50,526 "," 49,310 ",,,,
45120,Northern Areas (DC)," 2,403 "," 2,428 "," 2,390 "," 2,431 "," 2,439 "," 2,290 ", 48 , 49 , 49 , 49 , 49 , 49 ," 118,000,000 "," 115,000,000 "," 106,000,000 "," 123,000,000 "," 131,000,000 "," 115,000,000 "," 39,148 "," 37,800 "," 36,659 "," 41,362 "," 41,795 "," 41,486 "," 49,282 "," 47,238 "," 44,450 "," 50,588 "," 53,649 "," 50,278 ",,,,
45290,Norwood Payneham St Peters (C)," 20,695 "," 20,610 "," 20,749 "," 20,991 "," 21,366 "," 21,976 ", 42 , 42 , 43 , 43 , 43 , 44 ," 1,240,000,000 "," 1,300,000,000 "," 1,360,000,000 "," 1,420,000,000 "," 1,470,000,000 "," 1,540,000,000 "," 43,560 "," 46,350 "," 48,165 "," 49,462 "," 50,383 "," 50,600 "," 60,115 "," 63,277 "," 65,602 "," 67,773 "," 68,899 "," 69,866 ",,,,
