            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates of Personal Income for Small Areas, 2011-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) Tuesday 19 June 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5 ESTIMATES OF PERSONAL INCOME, Total Income, 2011-16 Local Government Area (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,Median age of earners (years),,,,,,Income ($),,,,,,Median ($),,,,,,Mean ($),,,,,,,,,
LGA,LGA NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,,,,
45340,Onkaparinga (C)," 87,963 "," 87,819 "," 87,567 "," 88,810 "," 90,235 "," 90,333 ", 42 , 43 , 43 , 43 , 44 , 44 ," 3,840,000,000 "," 4,020,000,000 "," 4,190,000,000 "," 4,350,000,000 "," 4,500,000,000 "," 4,560,000,000 "," 39,327 "," 40,876 "," 42,616 "," 43,582 "," 44,339 "," 45,226 "," 43,604 "," 45,765 "," 47,861 "," 48,972 "," 49,815 "," 50,433 ",,,,
45400,Orroroo/Carrieton (DC), 533 , 547 , 543 , 547 , 539 , 475 , 51 , 51 , 52 , 52 , 52 , 52 ," 26,135,784 "," 23,479,650 "," 18,820,274 "," 23,463,758 "," 26,390,644 "," 25,568,710 "," 37,971 "," 35,245 "," 28,858 "," 34,991 "," 41,030 "," 42,559 "," 49,035 "," 42,924 "," 34,660 "," 42,895 "," 48,962 "," 53,829 ",,,,
45540,Peterborough (DC), 705 , 692 , 662 , 666 , 681 , 688 , 51 , 51 , 52 , 53 , 52 , 50 ," 26,761,505 "," 27,600,045 "," 25,423,709 "," 27,740,214 "," 27,951,682 "," 29,090,932 "," 33,520 "," 33,544 "," 33,620 "," 35,108 "," 33,325 "," 33,187 "," 37,960 "," 39,884 "," 38,404 "," 41,652 "," 41,045 "," 42,283 ",,,,
45680,Playford (C)," 35,202 "," 35,749 "," 35,813 "," 36,772 "," 37,942 "," 38,505 ", 39 , 39 , 39 , 39 , 39 , 39 ," 1,420,000,000 "," 1,530,000,000 "," 1,590,000,000 "," 1,680,000,000 "," 1,760,000,000 "," 1,800,000,000 "," 38,121 "," 40,216 "," 41,538 "," 42,542 "," 43,132 "," 43,852 "," 40,397 "," 42,772 "," 44,400 "," 45,654 "," 46,354 "," 46,780 ",,,,
45890,Port Adelaide Enfield (C)," 56,562 "," 57,120 "," 58,007 "," 59,263 "," 61,129 "," 61,851 ", 39 , 40 , 40 , 40 , 40 , 40 ," 2,520,000,000 "," 2,680,000,000 "," 2,850,000,000 "," 2,990,000,000 "," 3,130,000,000 "," 3,210,000,000 "," 39,834 "," 41,890 "," 43,596 "," 44,658 "," 45,339 "," 46,063 "," 44,515 "," 46,920 "," 49,173 "," 50,383 "," 51,203 "," 51,923 ",,,,
46090,Port Augusta (C)," 7,051 "," 7,017 "," 6,940 "," 6,967 "," 6,858 "," 6,522 ", 43 , 43 , 44 , 44 , 44 , 44 ," 350,000,000 "," 374,000,000 "," 380,000,000 "," 391,000,000 "," 392,000,000 "," 379,000,000 "," 43,595 "," 46,681 "," 47,200 "," 47,823 "," 48,908 "," 49,164 "," 49,677 "," 53,314 "," 54,777 "," 56,087 "," 57,100 "," 58,157 ",,,,
46300,Port Lincoln (C)," 8,282 "," 8,301 "," 8,214 "," 8,151 "," 8,043 "," 8,343 ", 42 , 43 , 43 , 44 , 44 , 44 ," 386,000,000 "," 409,000,000 "," 420,000,000 "," 426,000,000 "," 432,000,000 "," 453,000,000 "," 38,417 "," 40,960 "," 42,332 "," 42,920 "," 44,032 "," 44,157 "," 46,664 "," 49,263 "," 51,094 "," 52,325 "," 53,711 "," 54,244 ",,,,
46450,Port Pirie City and Dists (M)," 7,927 "," 7,911 "," 7,779 "," 7,808 "," 7,921 "," 7,703 ", 44 , 44 , 45 , 45 , 45 , 45 ," 363,000,000 "," 375,000,000 "," 386,000,000 "," 395,000,000 "," 418,000,000 "," 404,000,000 "," 37,814 "," 40,233 "," 41,659 "," 42,867 "," 44,406 "," 44,777 "," 45,822 "," 47,437 "," 49,558 "," 50,614 "," 52,815 "," 52,501 ",,,,
46510,Prospect (C)," 11,797 "," 11,917 "," 11,966 "," 12,198 "," 12,478 "," 12,435 ", 40 , 41 , 41 , 42 , 42 , 42 ," 662,000,000 "," 703,000,000 "," 727,000,000 "," 775,000,000 "," 801,000,000 "," 819,000,000 "," 44,844 "," 47,137 "," 48,707 "," 50,679 "," 51,884 "," 52,491 "," 56,130 "," 58,999 "," 60,775 "," 63,517 "," 64,230 "," 65,832 ",,,,
46670,Renmark Paringa (DC)," 5,002 "," 5,070 "," 5,094 "," 5,116 "," 5,251 "," 5,021 ", 44 , 44 , 44 , 44 , 44 , 44 ," 177,000,000 "," 193,000,000 "," 200,000,000 "," 212,000,000 "," 226,000,000 "," 225,000,000 "," 31,600 "," 34,447 "," 34,452 "," 36,303 "," 37,277 "," 38,748 "," 35,473 "," 37,978 "," 39,235 "," 41,357 "," 42,954 "," 44,747 ",,,,
46860,Robe (DC), 835 , 841 , 864 , 861 , 886 , 836 , 47 , 48 , 49 , 50 , 50 , 49 ," 30,390,719 "," 34,979,535 "," 33,568,553 "," 38,286,647 "," 42,418,441 "," 42,963,373 "," 27,335 "," 31,346 "," 30,379 "," 33,847 "," 37,223 "," 36,141 "," 36,396 "," 41,593 "," 38,852 "," 44,468 "," 47,876 "," 51,392 ",,,,
46970,Roxby Downs (M)," 2,551 "," 2,731 "," 2,599 "," 2,599 "," 2,497 "," 2,326 ", 34 , 34 , 35 , 35 , 36 , 36 ," 187,000,000 "," 230,000,000 "," 240,000,000 "," 239,000,000 "," 236,000,000 "," 202,000,000 "," 68,949 "," 78,501 "," 85,970 "," 84,723 "," 86,357 "," 82,195 "," 73,243 "," 84,137 "," 92,174 "," 92,012 "," 94,621 "," 86,883 ",,,,
47140,Salisbury (C)," 65,203 "," 65,130 "," 64,963 "," 65,987 "," 67,487 "," 67,627 ", 39 , 40 , 40 , 40 , 40 , 40 ," 2,740,000,000 "," 2,880,000,000 "," 2,990,000,000 "," 3,110,000,000 "," 3,210,000,000 "," 3,250,000,000 "," 39,454 "," 41,206 "," 42,614 "," 43,572 "," 44,158 "," 44,844 "," 42,067 "," 44,171 "," 46,075 "," 47,114 "," 47,607 "," 48,079 ",,,,
47290,Southern Mallee (DC)," 1,216 "," 1,250 "," 1,277 "," 1,263 "," 1,306 "," 1,103 ", 47 , 47 , 47 , 48 , 48 , 44 ," 54,402,644 "," 52,553,616 "," 48,261,808 "," 49,517,464 "," 55,590,767 "," 51,005,082 "," 37,726 "," 36,577 "," 32,880 "," 32,706 "," 35,605 "," 36,454 "," 44,739 "," 42,043 "," 37,793 "," 39,206 "," 42,566 "," 46,242 ",,,,
47490,Streaky Bay (DC)," 1,198 "," 1,209 "," 1,229 "," 1,236 "," 1,268 "," 1,265 ", 48 , 48 , 48 , 49 , 49 , 48 ," 67,437,298 "," 62,091,818 "," 54,668,010 "," 61,487,697 "," 69,182,501 "," 62,136,093 "," 38,338 "," 38,101 "," 34,932 "," 39,508 "," 42,221 "," 38,189 "," 56,292 "," 51,358 "," 44,482 "," 49,747 "," 54,560 "," 49,119 ",,,,
47630,Tatiara (DC)," 4,169 "," 4,112 "," 4,160 "," 4,330 "," 4,386 "," 4,093 ", 44 , 45 , 45 , 44 , 45 , 45 ," 165,000,000 "," 162,000,000 "," 168,000,000 "," 192,000,000 "," 184,000,000 "," 177,000,000 "," 35,600 "," 36,348 "," 36,511 "," 38,873 "," 38,451 "," 39,357 "," 39,498 "," 39,406 "," 40,497 "," 44,286 "," 42,001 "," 43,329 ",,,,
47700,Tea Tree Gully (C)," 56,404 "," 56,438 "," 55,993 "," 56,616 "," 57,020 "," 56,704 ", 43 , 44 , 44 , 44 , 44 , 44 ," 2,650,000,000 "," 2,780,000,000 "," 2,870,000,000 "," 2,970,000,000 "," 3,050,000,000 "," 3,070,000,000 "," 42,034 "," 43,921 "," 45,471 "," 46,575 "," 47,480 "," 48,126 "," 47,003 "," 49,297 "," 51,251 "," 52,501 "," 53,425 "," 54,210 ",,,,
47800,The Coorong (DC)," 2,912 "," 2,895 "," 2,840 "," 2,825 "," 2,853 "," 2,595 ", 47 , 47 , 48 , 48 , 49 , 49 ," 119,000,000 "," 114,000,000 "," 115,000,000 "," 114,000,000 "," 121,000,000 "," 108,000,000 "," 33,081 "," 32,388 "," 34,114 "," 34,557 "," 36,397 "," 36,701 "," 40,756 "," 39,491 "," 40,668 "," 40,494 "," 42,363 "," 41,459 ",,,,
47910,Tumby Bay (DC)," 1,335 "," 1,366 "," 1,349 "," 1,343 "," 1,381 "," 1,296 ", 49 , 49 , 49 , 49 , 49 , 49 ," 62,505,737 "," 61,694,761 "," 61,168,617 "," 64,832,147 "," 66,470,778 "," 64,312,350 "," 35,105 "," 37,140 "," 36,722 "," 37,264 "," 36,979 "," 39,818 "," 46,821 "," 45,165 "," 45,344 "," 48,274 "," 48,132 "," 49,624 ",,,,
47980,Unley (C)," 22,839 "," 22,962 "," 22,993 "," 23,145 "," 23,660 "," 23,936 ", 44 , 44 , 44 , 45 , 45 , 46 ," 1,590,000,000 "," 1,670,000,000 "," 1,720,000,000 "," 1,800,000,000 "," 1,870,000,000 "," 1,920,000,000 "," 48,213 "," 50,620 "," 52,588 "," 53,739 "," 54,713 "," 55,452 "," 69,755 "," 72,684 "," 74,973 "," 77,673 "," 79,145 "," 80,068 ",,,,
48050,Victor Harbor (C)," 7,102 "," 7,106 "," 7,132 "," 7,139 "," 7,196 "," 7,086 ", 53 , 53 , 53 , 54 , 54 , 54 ," 261,000,000 "," 270,000,000 "," 278,000,000 "," 292,000,000 "," 302,000,000 "," 297,000,000 "," 28,728 "," 30,137 "," 30,845 "," 31,463 "," 32,299 "," 33,160 "," 36,769 "," 37,998 "," 38,964 "," 40,919 "," 41,992 "," 41,893 ",,,,
48130,Wakefield (DC)," 3,370 "," 3,379 "," 3,419 "," 3,458 "," 3,540 "," 3,068 ", 46 , 46 , 47 , 46 , 46 , 46 ," 153,000,000 "," 156,000,000 "," 158,000,000 "," 171,000,000 "," 187,000,000 "," 144,000,000 "," 38,620 "," 38,992 "," 39,900 "," 40,793 "," 42,798 "," 40,713 "," 45,383 "," 46,174 "," 46,199 "," 49,495 "," 52,813 "," 47,098 ",,,,
48260,Walkerville (M)," 4,368 "," 4,455 "," 4,482 "," 4,592 "," 4,689 "," 4,693 ", 49 , 49 , 49 , 49 , 49 , 49 ," 366,000,000 "," 388,000,000 "," 412,000,000 "," 455,000,000 "," 475,000,000 "," 473,000,000 "," 49,078 "," 51,941 "," 55,060 "," 56,640 "," 58,744 "," 60,198 "," 83,732 "," 87,001 "," 91,975 "," 99,004 "," 101,286 "," 100,858 ",,,,
48340,Wattle Range (DC)," 6,454 "," 6,404 "," 6,306 "," 6,285 "," 6,285 "," 6,056 ", 45 , 46 , 46 , 47 , 47 , 47 ," 291,000,000 "," 306,000,000 "," 278,000,000 "," 302,000,000 "," 322,000,000 "," 333,000,000 "," 37,460 "," 38,681 "," 37,034 "," 39,896 "," 42,008 "," 43,626 "," 45,078 "," 47,732 "," 44,009 "," 48,099 "," 51,250 "," 55,009 ",,,,
48410,West Torrens (C)," 31,173 "," 31,519 "," 31,773 "," 32,370 "," 33,027 "," 32,874 ", 40 , 40 , 40 , 41 , 41 , 41 ," 1,450,000,000 "," 1,560,000,000 "," 1,630,000,000 "," 1,700,000,000 "," 1,770,000,000 "," 1,790,000,000 "," 39,873 "," 42,081 "," 43,602 "," 44,777 "," 45,585 "," 46,193 "," 46,437 "," 49,366 "," 51,369 "," 52,652 "," 53,656 "," 54,438 ",,,,
48540,Whyalla (C)," 10,365 "," 10,420 "," 10,426 "," 10,421 "," 10,328 "," 9,845 ", 41 , 41 , 42 , 42 , 43 , 43 ," 542,000,000 "," 594,000,000 "," 642,000,000 "," 647,000,000 "," 651,000,000 "," 606,000,000 "," 45,300 "," 49,600 "," 52,493 "," 53,716 "," 53,605 "," 52,980 "," 52,324 "," 57,034 "," 61,601 "," 62,126 "," 63,022 "," 61,522 ",,,,
48640,Wudinna (DC), 770 , 767 , 776 , 780 , 799 , 653 , 44 , 43 , 45 , 45 , 45 , 44 ," 56,079,943 "," 46,460,549 "," 43,870,060 "," 44,667,172 "," 49,335,488 "," 39,546,693 "," 47,115 "," 43,931 "," 47,095 "," 45,492 "," 50,310 "," 48,824 "," 72,831 "," 60,574 "," 56,534 "," 57,266 "," 61,747 "," 60,562 ",,,,
48750,Yankalilla (DC)," 2,349 "," 2,391 "," 2,376 "," 2,482 "," 2,557 "," 2,485 ", 51 , 52 , 52 , 53 , 52 , 53 ," 87,673,533 "," 96,249,066 "," 95,572,789 "," 105,000,000 "," 111,000,000 "," 106,000,000 "," 30,262 "," 32,117 "," 32,795 "," 34,675 "," 34,432 "," 35,487 "," 37,324 "," 40,255 "," 40,224 "," 42,380 "," 43,231 "," 42,787 ",,,,
48830,Yorke Peninsula (DC)," 5,456 "," 5,432 "," 5,399 "," 5,428 "," 5,497 "," 5,167 ", 51 , 51 , 51 , 52 , 52 , 53 ," 239,000,000 "," 243,000,000 "," 239,000,000 "," 255,000,000 "," 278,000,000 "," 239,000,000 "," 33,051 "," 34,122 "," 34,519 "," 36,252 "," 36,935 "," 35,788 "," 43,739 "," 44,779 "," 44,246 "," 47,058 "," 50,612 "," 46,190 ",,,,
49399,Unincorporated SA," 1,490 "," 1,550 "," 1,460 "," 1,333 "," 1,344 "," 1,140 ", 44 , 44 , 44 , 45 , 45 , 46 ," 82,028,838 "," 89,253,473 "," 78,136,446 "," 74,216,671 "," 82,619,823 "," 70,573,135 "," 43,339 "," 47,058 "," 42,714 "," 44,974 "," 46,039 "," 47,117 "," 55,053 "," 57,583 "," 53,518 "," 55,676 "," 61,473 "," 61,906 ",,,,
50080,Albany (C)," 19,543 "," 19,755 "," 20,125 "," 20,674 "," 21,288 "," 21,682 ", 45 , 46 , 46 , 46 , 46 , 47 ," 860,000,000 "," 936,000,000 "," 1,000,000,000 "," 1,080,000,000 "," 1,130,000,000 "," 1,170,000,000 "," 35,956 "," 38,392 "," 40,386 "," 41,522 "," 42,537 "," 43,350 "," 44,016 "," 47,393 "," 49,842 "," 52,089 "," 52,938 "," 53,848 ",,,,
50210,Armadale (C)," 34,346 "," 36,753 "," 39,023 "," 40,952 "," 43,259 "," 45,059 ", 40 , 40 , 39 , 39 , 39 , 38 ," 1,790,000,000 "," 2,090,000,000 "," 2,350,000,000 "," 2,520,000,000 "," 2,700,000,000 "," 2,770,000,000 "," 44,647 "," 48,044 "," 51,093 "," 52,020 "," 52,831 "," 52,567 "," 52,244 "," 56,877 "," 60,230 "," 61,556 "," 62,353 "," 61,488 ",,,,
50250,Ashburton (S)," 3,277 "," 3,366 "," 3,609 "," 3,753 "," 3,714 "," 3,636 ", 37 , 37 , 38 , 38 , 38 , 38 ," 259,000,000 "," 304,000,000 "," 344,000,000 "," 378,000,000 "," 391,000,000 "," 364,000,000 "," 77,310 "," 85,391 "," 95,024 "," 99,459 "," 105,009 "," 100,665 "," 78,931 "," 90,204 "," 95,272 "," 100,601 "," 105,209 "," 100,025 ",,,,
50280,Augusta-Margaret River (S)," 7,931 "," 8,096 "," 8,560 "," 8,937 "," 9,341 "," 9,499 ", 42 , 42 , 42 , 43 , 43 , 43 ," 333,000,000 "," 371,000,000 "," 413,000,000 "," 448,000,000 "," 488,000,000 "," 490,000,000 "," 33,058 "," 35,609 "," 35,787 "," 37,610 "," 38,388 "," 38,719 "," 41,999 "," 45,883 "," 48,226 "," 50,168 "," 52,228 "," 51,542 ",,,,
50350,Bassendean (T)," 8,244 "," 8,642 "," 8,973 "," 9,096 "," 9,188 "," 9,107 ", 41 , 41 , 41 , 41 , 41 , 41 ," 449,000,000 "," 509,000,000 "," 565,000,000 "," 583,000,000 "," 598,000,000 "," 593,000,000 "," 46,526 "," 49,931 "," 52,491 "," 53,683 "," 54,984 "," 54,718 "," 54,435 "," 58,920 "," 63,013 "," 64,139 "," 65,078 "," 65,154 ",,,,
50420,Bayswater (C)," 37,534 "," 39,394 "," 40,839 "," 41,527 "," 42,024 "," 41,726 ", 39 , 39 , 39 , 39 , 39 , 39 ," 2,020,000,000 "," 2,280,000,000 "," 2,520,000,000 "," 2,600,000,000 "," 2,650,000,000 "," 2,630,000,000 "," 44,713 "," 47,725 "," 50,664 "," 51,784 "," 52,068 "," 51,926 "," 53,811 "," 57,859 "," 61,781 "," 62,636 "," 63,164 "," 63,005 ",,,,
50490,Belmont (C)," 20,237 "," 21,602 "," 22,536 "," 22,808 "," 23,575 "," 23,925 ", 37 , 37 , 36 , 36 , 36 , 36 ," 1,080,000,000 "," 1,260,000,000 "," 1,400,000,000 "," 1,430,000,000 "," 1,480,000,000 "," 1,480,000,000 "," 45,817 "," 48,812 "," 51,642 "," 51,797 "," 52,111 "," 51,466 "," 53,487 "," 58,318 "," 62,005 "," 62,601 "," 62,988 "," 61,716 ",,,,
50560,Beverley (S), 858 , 877 , 890 , 915 , 901 , 894 , 53 , 53 , 53 , 53 , 53 , 54 ," 35,036,291 "," 41,746,434 "," 47,167,689 "," 52,781,950 "," 56,731,335 "," 58,299,899 "," 30,789 "," 34,791 "," 38,466 "," 40,518 "," 43,799 "," 39,895 "," 40,835 "," 47,601 "," 52,997 "," 57,685 "," 62,965 "," 65,212 ",,,,
50630,Boddington (S), 855 , 938 , 967 , 986 ," 1,047 "," 1,015 ", 43 , 44 , 44 , 43 , 44 , 45 ," 54,605,582 "," 64,946,415 "," 68,581,780 "," 74,952,137 "," 81,171,281 "," 77,706,434 "," 52,370 "," 62,125 "," 67,010 "," 68,596 "," 68,409 "," 65,042 "," 63,866 "," 69,239 "," 70,922 "," 76,016 "," 77,527 "," 76,558 ",,,,
50770,Boyup Brook (S), 933 , 972 , 959 , 974 , 993 ," 1,028 ", 48 , 48 , 49 , 50 , 50 , 50 ," 40,215,491 "," 43,452,897 "," 40,036,877 "," 44,893,745 "," 51,639,942 "," 56,861,900 "," 32,160 "," 35,422 "," 30,165 "," 34,069 "," 39,706 "," 41,153 "," 43,103 "," 44,705 "," 41,749 "," 46,092 "," 52,004 "," 55,313 ",,,,
50840,Bridgetown-Greenbushes (S)," 2,431 "," 2,411 "," 2,464 "," 2,473 "," 2,521 "," 2,569 ", 49 , 50 , 50 , 50 , 51 , 51 ," 106,000,000 "," 113,000,000 "," 125,000,000 "," 130,000,000 "," 137,000,000 "," 143,000,000 "," 33,874 "," 36,405 "," 37,110 "," 39,045 "," 39,952 "," 39,080 "," 43,789 "," 47,012 "," 50,927 "," 52,575 "," 54,257 "," 55,635 ",,,,
50910,Brookton (S), 504 , 520 , 559 , 538 , 563 , 537 , 48 , 48 , 48 , 48 , 49 , 50 ," 22,144,653 "," 23,648,251 "," 29,677,989 "," 31,723,558 "," 39,059,406 "," 29,475,670 "," 36,093 "," 37,647 "," 41,377 "," 45,081 "," 47,253 "," 44,087 "," 43,938 "," 45,477 "," 53,091 "," 58,966 "," 69,377 "," 54,890 ",,,,
50980,Broome (S)," 7,353 "," 7,570 "," 8,041 "," 8,293 "," 8,478 "," 8,508 ", 38 , 38 , 38 , 38 , 38 , 38 ," 407,000,000 "," 456,000,000 "," 508,000,000 "," 533,000,000 "," 548,000,000 "," 562,000,000 "," 46,755 "," 50,692 "," 52,737 "," 54,305 "," 55,085 "," 56,276 "," 55,345 "," 60,199 "," 63,151 "," 64,309 "," 64,672 "," 66,009 ",,,,
51080,Broomehill-Tambellup (S), 535 , 553 , 532 , 524 , 523 , 527 , 45 , 46 , 47 , 46 , 45 , 46 ," 20,699,794 "," 21,826,049 "," 26,946,317 "," 32,146,434 "," 34,497,679 "," 26,839,563 "," 29,909 "," 33,107 "," 39,029 "," 42,601 "," 47,735 "," 45,023 "," 38,691 "," 39,468 "," 50,651 "," 61,348 "," 65,961 "," 50,929 ",,,,
51120,Bruce Rock (S), 553 , 548 , 515 , 524 , 529 , 509 , 50 , 49 , 49 , 48 , 48 , 49 ," 19,993,876 "," 23,735,670 "," 27,901,296 "," 47,135,835 "," 51,334,921 "," 34,665,782 "," 30,103 "," 35,377 "," 46,529 "," 59,927 "," 64,282 "," 53,118 "," 36,155 "," 43,313 "," 54,177 "," 89,954 "," 97,041 "," 68,106 ",,,,
51190,Bunbury (C)," 18,146 "," 18,156 "," 18,447 "," 18,582 "," 18,722 "," 18,345 ", 42 , 42 , 42 , 43 , 43 , 44 ," 992,000,000 "," 1,080,000,000 "," 1,150,000,000 "," 1,160,000,000 "," 1,200,000,000 "," 1,140,000,000 "," 42,840 "," 45,583 "," 47,302 "," 47,780 "," 48,470 "," 47,926 "," 54,654 "," 59,357 "," 62,124 "," 62,649 "," 63,846 "," 62,280 ",,,,
51260,Busselton (C)," 18,169 "," 19,010 "," 19,854 "," 20,719 "," 21,695 "," 22,254 ", 44 , 44 , 44 , 44 , 45 , 45 ," 858,000,000 "," 986,000,000 "," 1,100,000,000 "," 1,190,000,000 "," 1,270,000,000 "," 1,280,000,000 "," 36,028 "," 38,003 "," 41,288 "," 41,652 "," 42,931 "," 42,695 "," 47,227 "," 51,880 "," 55,237 "," 57,652 "," 58,423 "," 57,383 ",,,,
51310,Cambridge (T)," 15,947 "," 16,397 "," 16,842 "," 17,176 "," 17,714 "," 17,679 ", 45 , 45 , 45 , 45 , 46 , 46 ," 1,500,000,000 "," 1,670,000,000 "," 1,830,000,000 "," 1,920,000,000 "," 2,030,000,000 "," 2,000,000,000 "," 55,047 "," 60,803 "," 65,424 "," 67,015 "," 68,393 "," 68,275 "," 94,245 "," 101,636 "," 108,503 "," 111,520 "," 114,566 "," 113,350 ",,,,
51330,Canning (C)," 51,499 "," 53,726 "," 55,232 "," 55,843 "," 56,460 "," 55,638 ", 40 , 40 , 39 , 40 , 40 , 40 ," 2,740,000,000 "," 3,030,000,000 "," 3,290,000,000 "," 3,360,000,000 "," 3,420,000,000 "," 3,300,000,000 "," 41,922 "," 44,811 "," 47,039 "," 47,295 "," 47,616 "," 46,688 "," 53,205 "," 56,336 "," 59,513 "," 60,250 "," 60,618 "," 59,329 ",,,,
51400,Capel (S)," 8,071 "," 8,481 "," 8,872 "," 9,254 "," 9,674 "," 9,765 ", 41 , 42 , 43 , 43 , 43 , 43 ," 463,000,000 "," 537,000,000 "," 593,000,000 "," 633,000,000 "," 685,000,000 "," 682,000,000 "," 45,776 "," 49,567 "," 50,664 "," 52,069 "," 52,994 "," 53,528 "," 57,416 "," 63,327 "," 66,879 "," 68,446 "," 70,810 "," 69,874 ",,,,
51470,Carnamah (S), 382 , 403 , 384 , 386 , 343 , 391 , 47 , 46 , 47 , 48 , 49 , 49 ," 22,344,669 "," 20,475,285 "," 27,456,886 "," 23,102,567 "," 21,697,355 "," 21,935,821 "," 41,413 "," 38,115 "," 46,581 "," 47,395 "," 50,384 "," 42,898 "," 58,494 "," 50,807 "," 71,502 "," 59,851 "," 63,258 "," 56,102 ",,,,
51540,Carnarvon (S)," 3,086 "," 3,101 "," 3,279 "," 3,253 "," 3,208 "," 3,072 ", 42 , 41 , 41 , 41 , 42 , 42 ," 149,000,000 "," 165,000,000 "," 174,000,000 "," 176,000,000 "," 180,000,000 "," 174,000,000 "," 38,859 "," 42,101 "," 41,462 "," 42,884 "," 44,155 "," 44,761 "," 48,198 "," 53,136 "," 52,918 "," 53,961 "," 56,228 "," 56,659 ",,,,
51610,Chapman Valley (S), 566 , 613 , 617 , 659 , 708 , 750 , 46 , 45 , 46 , 47 , 46 , 46 ," 32,502,922 "," 36,914,988 "," 41,184,083 "," 40,834,264 "," 47,119,020 "," 54,131,382 "," 46,594 "," 51,895 "," 54,346 "," 50,309 "," 54,065 "," 54,744 "," 57,426 "," 60,220 "," 66,749 "," 61,964 "," 66,552 "," 72,175 ",,,,
51680,Chittering (S)," 2,369 "," 2,590 "," 2,735 "," 2,922 "," 3,060 "," 3,159 ", 46 , 46 , 46 , 46 , 46 , 46 ," 118,000,000 "," 142,000,000 "," 168,000,000 "," 186,000,000 "," 195,000,000 "," 198,000,000 "," 38,357 "," 42,850 "," 46,995 "," 48,564 "," 48,330 "," 48,207 "," 50,000 "," 54,801 "," 61,526 "," 63,682 "," 63,677 "," 62,770 ",,,,
51750,Claremont (T)," 5,998 "," 6,253 "," 6,443 "," 6,534 "," 6,703 "," 6,609 ", 48 , 48 , 48 , 48 , 49 , 49 ," 621,000,000 "," 672,000,000 "," 720,000,000 "," 765,000,000 "," 795,000,000 "," 757,000,000 "," 52,789 "," 57,339 "," 60,992 "," 61,692 "," 62,661 "," 62,159 "," 103,587 "," 107,544 "," 111,793 "," 117,009 "," 118,651 "," 114,536 ",,,,
51820,Cockburn (C)," 52,963 "," 56,013 "," 58,729 "," 60,609 "," 62,884 "," 63,861 ", 39 , 39 , 39 , 40 , 40 , 40 ," 3,000,000,000 "," 3,460,000,000 "," 3,890,000,000 "," 4,090,000,000 "," 4,320,000,000 "," 4,320,000,000 "," 47,140 "," 50,633 "," 53,833 "," 54,859 "," 55,711 "," 55,417 "," 56,555 "," 61,727 "," 66,229 "," 67,462 "," 68,628 "," 67,658 ",,,,
51890,Collie (S)," 4,611 "," 4,613 "," 4,539 "," 4,473 "," 4,521 "," 4,398 ", 43 , 44 , 44 , 45 , 45 , 46 ," 275,000,000 "," 295,000,000 "," 304,000,000 "," 305,000,000 "," 318,000,000 "," 307,000,000 "," 46,161 "," 50,318 "," 51,907 "," 52,204 "," 52,290 "," 50,358 "," 59,632 "," 64,022 "," 67,037 "," 68,264 "," 70,302 "," 69,733 ",,,,
51960,Coolgardie (S)," 1,863 "," 1,926 "," 1,864 "," 1,736 "," 1,747 "," 1,710 ", 38 , 39 , 40 , 41 , 41 , 41 ," 130,000,000 "," 143,000,000 "," 146,000,000 "," 135,000,000 "," 137,000,000 "," 131,000,000 "," 61,865 "," 68,424 "," 69,600 "," 70,274 "," 70,346 "," 64,132 "," 69,695 "," 74,197 "," 78,459 "," 78,016 "," 78,213 "," 76,442 ",,,,
52030,Coorow (S), 580 , 604 , 593 , 567 , 581 , 557 , 50 , 50 , 51 , 52 , 51 , 53 ," 29,594,229 "," 31,043,388 "," 36,541,545 "," 33,542,974 "," 34,390,965 "," 31,309,243 "," 36,960 "," 40,402 "," 43,745 "," 43,402 "," 40,847 "," 41,731 "," 51,025 "," 51,396 "," 61,621 "," 59,159 "," 59,193 "," 56,210 ",,,,
52100,Corrigin (S), 677 , 687 , 708 , 722 , 757 , 740 , 49 , 50 , 49 , 49 , 48 , 48 ," 24,530,584 "," 31,776,601 "," 37,358,830 "," 46,643,814 "," 58,356,043 "," 46,440,023 "," 32,147 "," 37,369 "," 44,080 "," 50,268 "," 54,204 "," 49,887 "," 36,234 "," 46,254 "," 52,767 "," 64,604 "," 77,089 "," 62,757 ",,,,
52170,Cottesloe (T)," 5,194 "," 5,318 "," 5,501 "," 5,453 "," 5,588 "," 5,562 ", 45 , 46 , 45 , 47 , 47 , 47 ," 563,000,000 "," 706,000,000 "," 710,000,000 "," 740,000,000 "," 769,000,000 "," 766,000,000 "," 56,699 "," 63,747 "," 67,142 "," 70,049 "," 74,887 "," 73,724 "," 108,471 "," 132,753 "," 129,115 "," 135,642 "," 137,569 "," 137,721 ",,,,
