"Taxation statistics 2015–16 Individuals: Number of individuals, by state/territory, postcode and taxable income range, 2015–16 income year",,,,,,,,,,,,,,,,,,mean,mean,mean,mean,mean,,,,,,102%,,,,,,,,,,,,,,,
Notes,,,,,,,,,,Adjusted Count (to make it all numeric),,,85%,15%,"792,777,873,465",," 1,232 ",9100,27600,58500,130000,230000,total,total,total,total,total,"806,815,476,512",diff,,,pro-rata per person rates,,,,,new total,,,,,,
State/ Territory1,Postcode,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","f. $80,001 or more",Total,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Taxable income or loss3 $ (from 6B),1239, Multiplier ,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,for goal seek,1232,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,
NSW,2027,829,839,"1,589","1,616","1,122",na,"5,995",,829,839,"1,589","1,616","1,122","1,154,039,819", 1.000000 , 1.900000 ,17290,52440,111150,247000,437000,"14,333,410","43,997,160","176,617,350","399,152,000","490,314,000","1,124,850,920","29,188,899",1.9,"if range(""R48"")=1 then Range(""AD48"").GoalSeek goal:=0, changingcell:=Range(""R48"")",17738.6604,53800.7722,114034.2454,253409.4343,448339.7684,"14,705,349","45,138,848","181,200,416","409,509,646","503,037,220","1,154,039,819",0
NSW,2028,468,592,"1,010",954,496,na,"3,520",,468,592,"1,010",954,496,"515,755,544", 1.000000 , 1.600000 ,14560,44160,93600,208000,368000,"6,814,080","26,142,720","94,536,000","198,432,000","182,528,000","508,820,800","6,934,744",1.6,"if range(""R49"")=1 then Range(""AD49"").GoalSeek goal:=0, changingcell:=Range(""R49"")",14758.43896,44761.85884,94875.67906,210834.8423,373015.4903,"6,906,949","26,499,020","95,824,436","201,136,440","185,015,683","515,755,543",-1
NSW,2029,"1,027","1,295","2,086","1,705",907,na,"7,020",,"1,027","1,295","2,086","1,705",907,"780,203,265", 1.305543 , 1.305543 ,11880.4413,36032.9868,76374.2655,169720.59,300274.89,"12,201,213","46,662,718","159,316,718","289,373,606","272,349,325","780,203,855",-590,1.305543,"if range(""R50"")=1 then Range(""AD50"").GoalSeek goal:=0, changingcell:=Range(""R50"")",11880.43211,36032.95962,76374.20782,169720.4617,300274.6627,"12,201,204","46,662,683","159,316,598","289,373,387","272,349,119","780,203,266",1
NSW,2030,"1,449","1,668","2,562","2,371","1,769",na,"9,819",,"1,449","1,668","2,562","2,371","1,769","1,795,196,741", 1.000000 , 1.900000 ,17290,52440,111150,247000,437000,"25,053,210","87,469,920","284,766,300","585,637,000","773,053,000","1,756,416,430","38,780,311",1.9,"if range(""R51"")=1 then Range(""AD51"").GoalSeek goal:=0, changingcell:=Range(""R51"")",17671.74978,53597.83448,113604.1057,252453.5682,446648.6207,"25,606,365","89,401,188","291,053,719","598,567,410","790,121,410","1,795,196,741",0
NSW,2031,"3,312","3,959","7,676","6,263","1,950",na,"23,160",,"3,312","3,959","7,676","6,263","1,950","2,063,016,762", 1.114316 , 1.114316 ,10140.2756,30755.1216,65187.486,144861.08,256292.68,"33,584,593","121,759,526","500,379,143","907,264,944","499,770,726","2,063,015,225","1,537",1.114316,"if range(""R52"")=1 then Range(""AD52"").GoalSeek goal:=0, changingcell:=Range(""R52"")",10140.28322,30755.14441,65187.53463,144861.1879,256292.8709,"33,584,618","121,759,617","500,379,516","907,265,620","499,771,098","2,063,016,762",0
NSW,2032,"1,947","1,851","2,728","1,532",360,na,"8,418",,"1,947","1,851","2,728","1,532",360,"506,843,538", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"17,717,700","51,087,600","159,588,000","199,160,000","82,800,000","510,583,300","-3,739,762",1,"if range(""R53"")=1 then Range(""AD53"").GoalSeek goal:=0, changingcell:=Range(""R53"")",9033.347146,27397.84409,58071.51737,129047.8164,228315.3674,"17,587,927","50,713,409","158,419,099","197,701,255","82,193,532","506,843,537",-1
NSW,2033,"1,469","1,419","2,359","1,514",442,na,"7,203",,"1,469","1,419","2,359","1,514",442,"506,296,661", 1.034855 , 1.034855 ,9417.1805,28561.998,60539.0175,134531.15,238016.65,"13,833,838","40,529,475","142,811,542","203,680,161","105,203,359","506,296,392",269,1.034855,"if range(""R54"")=1 then Range(""AD54"").GoalSeek goal:=0, changingcell:=Range(""R54"")",9417.185398,28562.01306,60539.04955,134531.2214,238016.7758,"13,833,845","40,529,497","142,811,618","203,680,269","105,203,415","506,296,661",0
NSW,2034,"2,014","2,410","4,754","3,980","1,311",na,"14,469",,"2,014","2,410","4,754","3,980","1,311","1,321,944,062", 1.120000 , 1.120000 ,10192,30912,65520,145600,257600,"20,526,688","74,497,920","311,482,080","579,488,000","337,713,600","1,323,965,888","-2,021,826",1.12,"if range(""R55"")=1 then Range(""AD55"").GoalSeek goal:=0, changingcell:=Range(""R55"")",10176.43581,30864.79434,65419.94452,145377.6545,257206.6195,"20,495,342","74,384,154","311,006,416","578,603,065","337,197,878","1,321,944,062",0
NSW,2035,"3,659","4,293","7,338","4,804","1,206",na,"21,300",,"3,659","4,293","7,338","4,804","1,206","1,513,613,589", 1.020514 , 1.020514 ,9286.6774,28166.1864,59700.069,132666.82,234718.22,"33,979,953","120,917,438","438,079,106","637,331,403","283,070,173","1,513,612,791",798,1.020514,"if range(""R56"")=1 then Range(""AD56"").GoalSeek goal:=0, changingcell:=Range(""R56"")",9286.682404,28166.2012,59700.10043,132666.8899,234718.3435,"33,979,971","120,917,502","438,079,337","637,331,739","283,070,322","1,513,613,589",0
NSW,2036,"2,746","3,527","6,151","3,539",629,na,"16,592",,"2,746","3,527","6,151","3,539",629,"1,062,314,814", 0.977168 , 0.977168 ,8892.2288,26969.8368,57164.328,127031.84,224748.64,"24,418,060","95,122,614","351,617,782","449,565,682","141,366,895","1,062,315,782",-968,0.977168,"if range(""R57"")=1 then Range(""AD57"").GoalSeek goal:=0, changingcell:=Range(""R57"")",8892.220594,26969.81211,57164.27599,127031.7243,224748.4359,"24,418,038","95,122,527","351,617,462","449,565,272","141,366,766","1,062,314,813",-1
NSW,2037,"1,893","1,956","3,246","2,386",767,na,"10,248",,"1,893","1,956","3,246","2,386",767,"796,189,017", 1.064533 , 1.064533 ,9687.2503,29381.1108,62275.1805,138389.29,244842.59,"18,337,965","57,469,453","202,145,236","330,196,846","187,794,267","796,188,610",407,1.064533,"if range(""R58"")=1 then Range(""AD58"").GoalSeek goal:=0, changingcell:=Range(""R58"")",9687.255348,29381.12596,62275.21236,138389.3608,244842.7158,"18,337,974","57,469,482","202,145,339","330,197,015","187,794,363","796,189,016",-1
NSW,2038,800,979,"1,863","1,765",592,na,"5,999",,800,979,"1,863","1,765",592,"554,013,976", 1.088166 , 1.088166 ,9902.3106,30033.3816,63657.711,141461.58,250278.18,"7,921,848","29,402,681","118,594,316","249,679,689","148,164,683","554,013,495",481,1.088166,"if range(""R59"")=1 then Range(""AD59"").GoalSeek goal:=0, changingcell:=Range(""R59"")",9902.318597,30033.4081,63657.76649,141461.703,250278.398,"7,921,855","29,402,707","118,594,419","249,679,906","148,164,812","554,013,977",1
NSW,2039,762,843,"1,653","1,813",792,na,"5,863",,762,843,"1,653","1,813",792,"604,514,651", 1.109238 , 1.109238 ,10094.0658,30614.9688,64890.423,144200.94,255124.74,"7,691,678","25,808,419","107,263,869","261,436,304","202,058,794","604,514,189",462,1.109238,"if range(""R60"")=1 then Range(""AD60"").GoalSeek goal:=0, changingcell:=Range(""R60"")",10094.07333,30614.99256,64890.47246,144201.0501,255124.9349,"7,691,684","25,808,439","107,263,951","261,436,504","202,058,948","604,514,651",0
NSW,2040,"1,668","2,139","4,303","3,982","1,166",na,"13,258",,"1,668","2,139","4,303","3,982","1,166","1,146,930,626", 1.031402 , 1.031402 ,9385.7582,28466.6952,60337.017,134082.26,237222.46,"15,655,445","60,890,261","259,630,184","533,915,559","276,601,388","1,146,930,059",567,1.031402,"if range(""R61"")=1 then Range(""AD61"").GoalSeek goal:=0, changingcell:=Range(""R61"")",9385.763033,28466.70926,60337.04679,134082.3262,237222.577,"15,655,453","60,890,291","259,630,312","533,915,823","276,601,525","1,146,930,627",1
NSW,2041,"1,523","1,735","2,813","3,168","1,731",na,"10,970",,"1,523","1,735","2,813","3,168","1,731","1,318,975,755", 1.272500 , 1.272500 ,11579.75,35121,74441.25,165425,292675,"17,635,959","60,934,935","209,403,236","524,066,400","506,620,425","1,318,953,630","22,125",1.2725,"if range(""R62"")=1 then Range(""AD62"").GoalSeek goal:=0, changingcell:=Range(""R62"")",11579.94408,35121.58914,74442.49864,165427.7749,292679.9095,"17,636,255","60,935,957","209,406,749","524,075,191","506,628,923","1,318,975,755",0
NSW,2042,"1,975","2,375","4,777","3,315",618,na,"13,060",,"1,975","2,375","4,777","3,315",618,"906,652,094", 0.968339 , 0.968339 ,8811.8849,26726.1564,56647.8315,125884.07,222717.97,"17,403,473","63,474,621","270,606,691","417,305,692","137,639,705","906,652,900",-806,0.968339,"if range(""R63"")=1 then Range(""AD63"").GoalSeek goal:=0, changingcell:=Range(""R63"")",8811.87723,26726.13245,56647.78113,125883.9581,222717.7713,"17,403,458","63,474,565","270,606,450","417,305,321","137,639,583","906,652,095",1
NSW,2043,607,736,"2,081","2,021",317,na,"5,762",,607,736,"2,081","2,021",317,"460,544,461", 0.952628 , 0.952628 ,8668.9148,26292.5328,55728.738,123841.64,219104.44,"5,262,031","19,351,304","115,971,504","250,283,954","69,456,107","460,544,004",457,0.952628,"if range(""R64"")=1 then Range(""AD64"").GoalSeek goal:=0, changingcell:=Range(""R64"")",8668.922935,26292.5587,55728.79341,123841.7627,219104.6559,"5,262,036","19,351,323","115,971,619","250,284,202","69,456,176","460,544,461",0
NSW,2044,704,939,"1,998","1,310",128,na,"5,079",,704,939,"1,998","1,310",128,"324,967,277", 0.930000 , 0.930000 ,8463,25668,54405,120900,213900,"5,957,952","24,102,252","108,701,190","158,379,000","27,379,200","324,733,494","233,783",0.93,"if range(""R65"")=1 then Range(""AD65"").GoalSeek goal:=0, changingcell:=Range(""R65"")",8469.092705,25686.47897,54444.16739,120987.0386,214053.9915,"5,962,241","24,119,604","108,779,446","158,493,021","27,398,911","324,967,277",0
NSW,2045,605,831,"1,196",919,423,na,"3,974",,605,831,"1,196",919,423,"385,694,860", 1.220000 , 1.220000 ,11102,33672,71370,158600,280600,"6,716,710","27,981,432","85,358,520","145,753,400","118,693,800","384,784,462","910,398",1.22,"if range(""R66"")=1 then Range(""AD66"").GoalSeek goal:=0, changingcell:=Range(""R66"")",11128.26727,33751.66777,71538.86104,158975.2468,281263.8981,"6,732,602","28,047,636","85,560,478","146,098,252","118,974,629","385,694,861",1
NSW,2046,"2,560","3,070","5,210","4,394","1,236",na,"16,470",,"2,560","3,070","5,210","4,394","1,236","1,303,297,727", 1.027398 , 1.027398 ,9349.3218,28356.1848,60102.783,133561.74,236301.54,"23,934,264","87,053,487","313,135,499","586,870,286","292,068,703","1,303,298,541",-814,1.027398,"if range(""R67"")=1 then Range(""AD67"").GoalSeek goal:=0, changingcell:=Range(""R67"")",9349.316036,28356.16698,60102.74538,133561.6567,236301.3921,"23,934,249","87,053,433","313,135,303","586,869,919","292,068,521","1,303,297,726",-1
NSW,2047,"1,121","1,322","2,325","2,182",813,na,"7,763",,"1,121","1,322","2,325","2,182",813,"724,613,504", 1.108683 , 1.108683 ,10089.0153,30599.6508,64857.9555,144128.79,254997.09,"11,309,786","40,452,738","150,794,747","314,489,020","207,312,634","724,613,922",-418,1.108683,"if range(""R68"")=1 then Range(""AD68"").GoalSeek goal:=0, changingcell:=Range(""R68"")",10089.00935,30599.63288,64857.91829,144128.707,254996.9427,"11,309,779","40,452,715","150,794,660","314,488,839","207,312,514","724,613,504",0
NSW,2048,709,958,"1,803","1,373",314,na,"5,157",,709,958,"1,803","1,373",314,"387,804,046", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"6,451,900","26,440,800","105,475,500","178,490,000","72,220,000","389,308,200","-1,504,154",1,"if range(""R69"")=1 then Range(""AD69"").GoalSeek goal:=0, changingcell:=Range(""R69"")",9064.840706,27493.36302,58273.97597,129497.7244,229111.3585,"6,426,972","26,338,642","105,067,979","177,800,376","71,940,967","387,804,047",1
NSW,2049,958,"1,370","2,556","1,771",389,na,"7,044",,958,"1,370","2,556","1,771",389,"501,374,535", 0.971682 , 0.971682 ,8842.3062,26818.4232,56843.397,126318.66,223486.86,"8,470,929","36,741,240","145,291,723","223,710,347","86,936,389","501,374,115",420,0.971682,"if range(""R70"")=1 then Range(""AD70"").GoalSeek goal:=0, changingcell:=Range(""R70"")",8842.313253,26818.44582,56843.44472,126318.7659,223487.0484,"8,470,936","36,741,271","145,291,845","223,710,534","86,936,462","501,374,535",0
NSW,2050,839,913,"1,820","1,722",323,na,"5,617",,839,913,"1,820","1,722",323,"427,259,852", 0.976185 , 0.976185 ,8883.2835,26942.706,57106.8225,126904.05,224522.55,"7,453,075","24,598,691","103,934,417","218,528,774","72,520,784","427,260,264",-412,0.976185,"if range(""R71"")=1 then Range(""AD71"").GoalSeek goal:=0, changingcell:=Range(""R71"")",8883.275105,26942.68048,57106.76746,126903.9276,224522.3346,"7,453,068","24,598,667","103,934,317","218,528,563","72,520,714","427,259,851",-1
NSW,2052,81,30,13,na,na,9,133,,81,30,13,8,1,"3,563,120", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"737,100","828,000","760,500","1,040,000","230,000","3,825,600","-262,480",1,"if range(""R72"")=1 then Range(""AD72"").GoalSeek goal:=0, changingcell:=Range(""R72"")",8475.635717,25706.32371,54486.22961,121080.5102,214219.3643,"686,526","771,190","708,321","968,644","214,219","3,563,119",-1
NSW,2060,"1,569","1,617","3,111","3,164","1,171",na,"10,632",,"1,569","1,617","3,111","3,164","1,171","1,119,941,883", 1.220000 , 1.220000 ,11102,33672,71370,158600,280600,"17,419,038","54,447,624","222,032,070","501,810,400","328,582,600","1,124,572,332","-4,630,449",1.22,"if range(""R73"")=1 then Range(""AD73"").GoalSeek goal:=0, changingcell:=Range(""R73"")",11056.28729,33533.35487,71076.1326,157946.9613,279444.6239,"17,347,315","54,223,435","221,117,849","499,744,186","327,229,655","1,119,941,885",2
NSW,2061,674,626,"1,239","1,336",676,na,"4,551",,674,626,"1,239","1,336",676,"546,268,985", 1.284484 , 1.284484 ,11688.8044,35451.7584,75142.314,166982.92,295431.32,"7,878,254","22,192,801","93,101,327","223,089,181","199,711,572","546,268,566",419,1.284484,"if range(""R74"")=1 then Range(""AD74"").GoalSeek goal:=0, changingcell:=Range(""R74"")",11688.81312,35451.78598,75142.3716,166983.048,295431.5461,"7,878,260","22,192,818","93,101,398","223,089,352","199,711,725","546,268,985",0
NSW,2062,621,725,"1,298","1,443",610,na,"4,697",,621,725,"1,298","1,443",610,"492,357,103", 1.145000 , 1.145000 ,10419.5,31602,66982.5,148850,263350,"6,470,510","22,911,450","86,943,285","214,790,550","160,643,500","492,022,645","334,458",1.145,"if range(""R75"")=1 then Range(""AD75"").GoalSeek goal:=0, changingcell:=Range(""R75"")",10426.58358,31623.48182,67028.03212,148951.1825,263529.0152,"6,474,908","22,927,024","87,002,386","214,936,556","160,752,699","492,357,102",-1
NSW,2063,742,693,981,"1,001",881,na,"4,298",,742,693,981,"1,001",881,"686,543,205", 1.000000 , 1.650000 ,15015,45540,96525,214500,379500,"11,141,130","31,559,220","94,691,025","214,714,500","334,339,500","686,824,875","-281,670",1.65,"if range(""R76"")=1 then Range(""AD76"").GoalSeek goal:=0, changingcell:=Range(""R76"")",15008.84228,45521.32384,96485.41466,214412.0326,379344.3653,"11,136,561","31,546,277","94,652,192","214,626,445","334,202,386","686,543,205",0
NSW,2064,"1,044","1,131","1,929","1,656",472,na,"6,232",,"1,044","1,131","1,929","1,656",472,"510,580,880", 1.068982 , 1.068982 ,9727.7362,29503.9032,62535.447,138967.66,245865.86,"10,155,757","33,368,915","120,630,877","230,130,445","116,048,686","510,580,546",334,1.068982,"if range(""R77"")=1 then Range(""AD77"").GoalSeek goal:=0, changingcell:=Range(""R77"")",9727.742954,29503.92293,62535.48777,138967.7509,245866.021,"10,155,764","33,368,937","120,630,956","230,130,596","116,048,762","510,580,881",1
NSW,2065,"2,844","3,139","6,377","6,548","2,174",na,"21,082",,"2,844","3,139","6,377","6,548","2,174","2,130,856,431", 1.160000 , 1.160000 ,10556,32016,67860,150800,266800,"30,021,264","100,498,224","432,743,220","987,438,400","580,023,200","2,130,991,108","-134,677",1.16,"if range(""R78"")=1 then Range(""AD78"").GoalSeek goal:=0, changingcell:=Range(""R78"")",10555.33287,32013.97661,67855.7113,150790.4696,266783.1384,"30,019,367","100,491,873","432,715,871","987,375,995","579,986,543","2,130,856,432",1
NSW,2066,"3,096","3,368","6,082","5,515","2,212",na,"20,273",,"3,096","3,368","6,082","5,515","2,212","1,967,836,092", 1.155000 , 1.155000 ,10510.5,31878,67567.5,150150,265650,"32,540,508","107,365,104","410,945,535","828,077,250","587,617,800","1,966,811,847","1,024,245",1.155,"if range(""R79"")=1 then Range(""AD79"").GoalSeek goal:=0, changingcell:=Range(""R79"")",10515.97349,31894.60092,67602.68673,150228.1927,265788.341,"32,557,454","107,421,016","411,159,541","828,508,483","587,923,810","1,967,836,092",0
NSW,2067,"3,931","3,407","4,724","3,446","1,085",na,"16,593",,"3,931","3,407","4,724","3,446","1,085","1,142,981,207", 1.035384 , 1.035384 ,9421.9944,28576.5984,60569.964,134599.92,238138.32,"37,037,860","97,360,471","286,132,510","463,831,324","258,380,077","1,142,980,380",827,1.035384,"if range(""R80"")=1 then Range(""AD80"").GoalSeek goal:=0, changingcell:=Range(""R80"")",9422.001221,28576.61915,60570.00784,134600.0173,238138.4921,"37,037,887","97,360,541","286,132,717","463,831,660","258,380,264","1,142,981,207",0
NSW,2068,"1,759","1,885","2,812","2,575","1,668",na,"10,699",,"1,759","1,885","2,812","2,575","1,668","1,231,875,021", 1.295137 , 1.295137 ,11785.7467,35745.7812,75765.5145,168367.81,297881.51,"20,731,128","67,380,798","213,052,627","433,547,111","496,866,359","1,231,875,905",-884,1.295137,"if range(""R81"")=1 then Range(""AD81"").GoalSeek goal:=0, changingcell:=Range(""R81"")",11785.73799,35745.75578,75765.46021,168367.6893,297881.2964,"20,731,113","67,380,750","213,052,474","433,546,800","496,866,002","1,231,875,020",-1
NSW,2069,"1,709","1,680","2,403","2,039","1,400",na,"9,231",,"1,709","1,680","2,403","2,039","1,400","1,060,339,583", 1.342500 , 1.342500 ,12216.75,37053,78536.25,174525,308775,"20,878,426","62,249,040","188,722,609","355,856,475","432,285,000","1,060,300,325","39,258",1.3425,"if range(""R82"")=1 then Range(""AD82"").GoalSeek goal:=0, changingcell:=Range(""R82"")",12217.20248,37054.3719,78539.15794,174531.4619,308786.4325,"20,879,199","62,251,345","188,729,597","355,869,651","432,301,006","1,060,339,584",1
NSW,2070,"1,715","1,596","2,255","2,069","1,264",na,"8,899",,"1,715","1,596","2,255","2,069","1,264","975,482,493", 1.300000 , 1.300000 ,11830,35880,76050,169000,299000,"20,288,450","57,264,480","171,492,750","349,661,000","377,936,000","976,941,680","-1,459,187",1.3,"if range(""R83"")=1 then Range(""AD83"").GoalSeek goal:=0, changingcell:=Range(""R83"")",11812.33039,35826.40864,75936.40963,168747.5769,298553.4054,"20,258,147","57,178,948","171,236,604","349,138,737","377,371,504","975,482,493",0
NSW,2071,"1,903","1,546","2,262","1,968","1,194",na,"8,873",,"1,903","1,546","2,262","1,968","1,194","980,712,456", 1.355000 , 1.355000 ,12330.5,37398,79267.5,176150,311650,"23,464,942","57,817,308","179,303,085","346,663,200","372,110,100","979,670,285","1,042,171",1.355,"if range(""R84"")=1 then Range(""AD84"").GoalSeek goal:=0, changingcell:=Range(""R84"")",12343.61742,37437.78391,79351.82458,176337.388,311981.5326,"23,489,904","57,878,814","179,493,827","347,031,980","372,505,950","980,712,457",1
NSW,2072,"1,102","1,009","1,362","1,104",553,na,"5,130",,"1,102","1,009","1,362","1,104",553,"456,454,890", 1.180000 , 1.180000 ,10738,32568,69030,153400,271400,"11,833,276","32,861,112","94,018,860","169,353,600","150,084,200","458,422,448","-1,967,558",1.18,"if range(""R85"")=1 then Range(""AD85"").GoalSeek goal:=0, changingcell:=Range(""R85"")",10691.9123,32428.21752,68733.72191,152741.6042,270235.146,"11,782,487","32,720,071","93,615,329","168,626,731","149,440,036","456,454,889",-1
NSW,2073,"2,078","1,836","2,637","2,588","1,420",na,"10,559",,"2,078","1,836","2,637","2,588","1,420","1,089,036,035", 1.230000 , 1.230000 ,11193,33948,71955,159900,282900,"23,259,054","62,328,528","189,745,335","413,821,200","401,718,000","1,091,155,017","-2,118,982",1.23,"if range(""R86"")=1 then Range(""AD86"").GoalSeek goal:=0, changingcell:=Range(""R86"")",11171.26362,33882.07426,71815.2661,159589.4802,282350.6188,"23,213,886","62,207,488","189,376,857","413,017,575","400,937,879","1,089,036,036",1
NSW,2074,"2,854","2,663","3,702","3,409","1,800",na,"14,428",,"2,854","2,663","3,702","3,409","1,800","1,429,325,309", 1.218068 , 1.218068 ,11084.4188,33618.6768,71256.978,158348.84,280155.64,"31,634,931","89,526,536","263,793,333","539,811,196","504,280,152","1,429,326,304",-995,1.218068,"if range(""R87"")=1 then Range(""AD87"").GoalSeek goal:=0, changingcell:=Range(""R87"")",11084.41099,33618.65328,71256.92852,158348.7299,280155.445,"31,634,909","89,526,474","263,793,149","539,810,820","504,279,801","1,429,325,308",-1
NSW,2075,"2,717","2,607","3,466","3,153","1,528",na,"13,471",,"2,717","2,607","3,466","3,153","1,528","1,231,007,086", 1.160235 , 1.160235 ,10558.1385,32022.486,67873.7475,150830.55,266854.05,"28,686,462","83,482,621","235,250,409","475,568,724","407,752,988","1,231,008,058",-972,1.160235,"if range(""R88"")=1 then Range(""AD88"").GoalSeek goal:=0, changingcell:=Range(""R88"")",10558.13005,32022.46071,67873.69395,150830.4309,266853.839,"28,686,439","83,482,555","235,250,223","475,568,348","407,752,666","1,231,007,085",-1
NSW,2076,"2,851","2,977","4,168","3,802","1,537",na,"15,335",,"2,851","2,977","4,168","3,802","1,537","1,389,663,043", 1.158114 , 1.158114 ,10538.8374,31963.9464,67749.669,150554.82,266366.22,"30,046,225","95,156,668","282,380,620","572,409,426","409,404,880","1,389,664,185","-1,142",1.158114,"if range(""R89"")=1 then Range(""AD89"").GoalSeek goal:=0, changingcell:=Range(""R89"")",10538.82859,31963.91999,67749.61323,150554.6964,266366.001,"30,046,200","95,156,590","282,380,388","572,408,956","409,404,544","1,389,663,044",1
NSW,2077,"4,435","4,670","8,049","5,163",614,na,"22,931",,"4,435","4,670","8,049","5,163",614,"1,346,588,025", 0.926918 , 0.926918 ,8434.9538,25582.9368,54224.703,120499.34,213191.14,"37,409,020","119,472,315","436,454,634","622,138,092","130,899,360","1,346,586,612","1,413",0.926918,"if range(""R90"")=1 then Range(""AD90"").GoalSeek goal:=0, changingcell:=Range(""R90"")",8434.962628,25582.96368,54224.75984,120499.4664,213191.3638,"37,409,059","119,472,440","436,455,092","622,138,745","130,899,497","1,346,588,024",-1
NSW,2079,805,939,"1,588","1,079",172,na,"4,583",,805,939,"1,588","1,079",172,"290,670,597", 0.949283 , 0.949283 ,8638.4753,26200.2108,55533.0555,123406.79,218335.09,"6,953,973","24,601,998","88,186,492","133,155,926","37,553,635","290,670,359",238,0.949283,"if range(""R91"")=1 then Range(""AD91"").GoalSeek goal:=0, changingcell:=Range(""R91"")",8638.48285,26200.23232,55533.10089,123406.8907,218335.266,"6,953,979","24,602,018","88,186,564","133,156,035","37,553,666","290,670,597",0
NSW,2080,229,228,341,250,35,na,"1,083",,229,228,341,250,35,"64,580,771", 0.930000 , 0.930000 ,8463,25668,54405,120900,213900,"1,938,027","5,852,304","18,552,105","30,225,000","7,486,500","64,267,836","312,935",0.93,"if range(""R92"")=1 then Range(""AD92"").GoalSeek goal:=0, changingcell:=Range(""R92"")",8504.20831,25792.98345,54669.91056,121488.6901,214941.5287,"1,947,464","5,880,800","18,642,440","30,372,173","7,522,954","64,580,773",2
