"Taxation statistics 2015–16 Individuals: Number of individuals, by state/territory, postcode and taxable income range, 2015–16 income year",,,,,,,,,,,,,,,,,,mean,mean,mean,mean,mean,,,,,,102%,,,,,,,,,,,,,,,
Notes,,,,,,,,,,Adjusted Count (to make it all numeric),,,85%,15%,"792,777,873,465",," 1,232 ",9100,27600,58500,130000,230000,total,total,total,total,total,"806,815,476,512",diff,,,pro-rata per person rates,,,,,new total,,,,,,
State/ Territory1,Postcode,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","f. $80,001 or more",Total,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Taxable income or loss3 $ (from 6B),1239, Multiplier ,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,for goal seek,1232,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,
SA,5301,123,86,91,na,na,25,325,,123,86,91,21,4,"11,064,029", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,119,300","2,373,600","5,323,500","2,730,000","920,000","12,696,400","-1,632,371",1,"if range(""R1300"")=1 then Range(""AD1300"").GoalSeek goal:=0, changingcell:=Range(""R1300"")",7930.01669,24051.47919,50978.67872,113285.9527,200428.9933,"975,392","2,068,427","4,639,060","2,379,005","801,716","11,064,029",0
SA,5302,120,144,203,49,7,na,523,,120,144,203,49,7,"24,615,491", 0.978674 , 0.978674 ,8905.9334,27011.4024,57252.429,127227.62,225095.02,"1,068,712","3,889,642","11,622,243","6,234,153","1,575,665","24,615,510",-19,0.978674,"if range(""R1301"")=1 then Range(""AD1301"").GoalSeek goal:=0, changingcell:=Range(""R1301"")",8905.926459,27011.38193,57252.38438,127227.514,225094.8263,"1,068,711","3,889,639","11,622,234","6,234,148","1,575,664","24,615,491",0
SA,5303,41,36,39,na,na,9,125,,41,36,39,8,1,"4,365,444", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"373,100","993,600","2,281,500","1,040,000","230,000","5,148,200","-782,756",1,"if range(""R1302"")=1 then Range(""AD1302"").GoalSeek goal:=0, changingcell:=Range(""R1302"")",7716.394157,23403.56909,49605.39101,110234.2022,195029.7424,"316,372","842,528","1,934,610","881,874","195,030","4,365,444",0
SA,5304,133,176,183,na,na,56,548,,133,176,183,48,8,"21,315,728", 0.849795 , 0.849795 ,7733.1345,23454.342,49713.0075,110473.35,195452.85,"1,028,507","4,127,964","9,097,480","5,302,721","1,563,623","21,315,748",-20,0.849795,"if range(""R1303"")=1 then Range(""AD1303"").GoalSeek goal:=0, changingcell:=Range(""R1303"")",7733.128083,23454.3189,49712.95882,110473.2505,195452.6916,"1,028,506","4,127,960","9,097,471","5,302,716","1,563,622","21,315,728",0
SA,5306,26,15,16,na,na,1,58,,26,15,16,1,0,"1,385,077", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"236,600","414,000","936,000","130,000",0,"1,946,600","-561,523",1,"if range(""R1304"")=1 then Range(""AD1304"").GoalSeek goal:=0, changingcell:=Range(""R1304"")",6474.98238,19638.4081,41624.88673,92499.74828,#DIV/0!,"168,350","294,576","665,998","92,500",#DIV/0!,#DIV/0!,#DIV/0!
SA,5307,90,110,101,na,na,36,337,,90,110,101,31,5,"12,664,572", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"819,000","3,036,000","5,908,500","4,030,000","1,150,000","15,173,500","-2,508,928",1,"if range(""R1305"")=1 then Range(""AD1305"").GoalSeek goal:=0, changingcell:=Range(""R1305"")",7595.321132,23036.3586,48827.06442,108504.5876,191969.655,"683,579","2,533,999","4,931,534","3,363,642","959,848","12,664,572",0
SA,5308,21,9,23,na,na,1,54,,21,9,23,1,0,"1,710,360", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"191,100","248,400","1,345,500","130,000",0,"2,145,000","-434,640",1,"if range(""R1306"")=1 then Range(""AD1306"").GoalSeek goal:=0, changingcell:=Range(""R1306"")",7256.072727,22007.42937,46646.18182,103658.1818,#DIV/0!,"152,378","198,067","1,072,862","103,658",#DIV/0!,#DIV/0!,#DIV/0!
SA,5311,34,34,46,na,na,10,124,,34,34,46,9,2,"4,602,206", 0.793648 , 0.793648 ,7222.1968,21904.6848,46428.408,103174.24,182539.04,"245,555","744,759","2,135,707","928,568","365,078","4,602,206",0,0.793648,"if range(""R1307"")=1 then Range(""AD1307"").GoalSeek goal:=0, changingcell:=Range(""R1307"")",7222.205882,21904.67647,46428.41304,103174.2222,182539,"245,555","744,759","2,135,707","928,568","365,078","4,602,206",0
SA,5320,57,61,106,na,na,23,247,,57,61,106,20,3,"10,814,818", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"518,700","1,683,600","6,201,000","2,600,000","690,000","11,923,300","-1,108,482",1,"if range(""R1308"")=1 then Range(""AD1308"").GoalSeek goal:=0, changingcell:=Range(""R1308"")",8253.99376,25034.09096,53061.38846,117914.1966,208617.4247,"470,478","1,527,080","5,624,507","2,358,284","625,852","10,814,818",0
SA,5321,44,51,60,na,na,11,166,,44,51,60,9,2,"5,979,411", 0.833019 , 0.833019 ,7580.4729,22991.3244,48731.6115,108292.47,191594.37,"333,541","1,172,558","2,923,897","974,632","383,189","5,979,411",0,0.833019,"if range(""R1309"")=1 then Range(""AD1309"").GoalSeek goal:=0, changingcell:=Range(""R1309"")",7580.477273,22991.33333,48731.61667,108292.4444,191594.5,"333,541","1,172,558","2,923,897","974,632","383,189","5,979,412",1
SA,5322,80,115,148,na,na,34,377,,80,115,148,29,5,"16,748,630", 0.945716 , 0.945716 ,8606.0156,26101.7616,55324.386,122943.08,217514.68,"688,481","3,001,703","8,188,009","3,565,349","1,087,573","16,748,630",0,0.945716,"if range(""R1310"")=1 then Range(""AD1310"").GoalSeek goal:=0, changingcell:=Range(""R1310"")",8606.0125,26101.76522,55324.38514,122943.069,217514.6,"688,481","3,001,703","8,188,009","3,565,349","1,087,573","16,748,630",0
SA,5330,395,578,761,178,18,na,"1,930",,395,578,761,178,18,"82,671,015", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,594,500","15,952,800","44,518,500","23,140,000","4,140,000","91,575,800","-8,904,785",1,"if range(""R1311"")=1 then Range(""AD1311"").GoalSeek goal:=0, changingcell:=Range(""R1311"")",8215.12055,24916.1898,52811.48925,117358.865,207634.915,"3,244,973","14,401,558","40,189,543","20,889,878","3,737,428","82,671,015",0
SA,5331,38,50,67,na,na,19,174,,38,50,67,16,3,"7,664,391", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"345,800","1,380,000","3,919,500","2,080,000","690,000","8,645,300","-980,909",1,"if range(""R1312"")=1 then Range(""AD1312"").GoalSeek goal:=0, changingcell:=Range(""R1312"")",8067.50004,24468.46166,51862.50026,115250.0006,203903.8472,"306,565","1,223,423","3,474,788","1,844,000","611,712","7,664,392",1
SA,5332,54,65,78,22,5,na,224,,54,65,78,22,5,"10,959,061", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"491,400","1,794,000","4,563,000","2,860,000","1,150,000","11,088,400","-129,339",1,"if range(""R1313"")=1 then Range(""AD1313"").GoalSeek goal:=0, changingcell:=Range(""R1313"")",8993.854397,27278.06389,57817.63541,128483.6342,227317.1991,"485,668","1,773,074","4,509,776","2,826,640","1,136,586","10,959,061",0
SA,5333,709,898,"1,393",332,34,na,"3,366",,709,898,"1,393",332,34,"148,782,835", 0.907559 , 0.907559 ,8258.7869,25048.6284,53092.2015,117982.67,208738.57,"5,855,480","22,493,668","73,957,437","39,170,246","7,097,111","148,782,681",154,0.907559,"if range(""R1314"")=1 then Range(""AD1314"").GoalSeek goal:=0, changingcell:=Range(""R1314"")",8258.795572,25048.65399,53092.25668,117982.7908,208738.7749,"5,855,486","22,493,691","73,957,514","39,170,287","7,097,118","148,782,835",0
SA,5340,208,227,344,64,9,na,852,,208,227,344,64,9,"35,461,935", 0.911570 , 0.911570 ,8295.287,25159.332,53326.845,118504.1,209661.1,"1,725,420","5,711,168","18,344,435","7,584,262","1,886,950","35,461,896",39,0.91157,"if range(""R1315"")=1 then Range(""AD1315"").GoalSeek goal:=0, changingcell:=Range(""R1315"")",8295.297584,25159.35807,53326.90458,118504.2241,209661.3417,"1,725,422","5,711,174","18,344,455","7,584,270","1,886,952","35,461,934",-1
SA,5341,"1,012","1,202","1,740",355,40,na,"4,349",,"1,012","1,202","1,740",355,40,"181,825,155", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"9,209,200","33,175,200","101,790,000","46,150,000","9,200,000","199,754,400","-17,929,245",1,"if range(""R1316"")=1 then Range(""AD1316"").GoalSeek goal:=0, changingcell:=Range(""R1316"")",8283.216342,25122.72209,53249.24791,118331.662,209356.0174,"8,382,615","30,197,512","92,653,691","42,007,740","8,374,241","181,825,155",0
SA,5342,111,154,238,na,na,45,548,,111,154,238,38,7,"22,774,447", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,010,100","4,250,400","13,923,000","4,940,000","1,610,000","25,963,500","-3,189,053",1,"if range(""R1317"")=1 then Range(""AD1317"").GoalSeek goal:=0, changingcell:=Range(""R1317"")",7982.262318,24209.93846,51314.54347,114032.3188,201749.4872,"886,031","3,728,331","12,212,861","4,333,228","1,412,246","22,774,446",-1
SA,5343,543,805,"1,168",287,27,na,"2,830",,543,805,"1,168",287,27,"126,145,519", 0.905976 , 0.905976 ,8244.3816,25004.9376,52999.596,117776.88,208374.48,"4,476,699","20,128,975","61,903,528","33,801,965","5,626,111","126,145,652",-133,0.905976,"if range(""R1318"")=1 then Range(""AD1318"").GoalSeek goal:=0, changingcell:=Range(""R1318"")",8244.372523,25004.91152,52999.54001,117776.7574,208374.2618,"4,476,694","20,128,954","61,903,463","33,801,929","5,626,105","126,145,519",0
SA,5344,92,97,155,na,na,29,373,,92,97,155,25,4,"14,987,642", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"837,200","2,677,200","9,067,500","3,250,000","920,000","16,981,900","-1,994,258",1,"if range(""R1319"")=1 then Range(""AD1319"").GoalSeek goal:=0, changingcell:=Range(""R1319"")",8031.347623,24358.81257,51630.09186,114733.5375,202990.1048,"738,884","2,362,805","8,002,664","2,868,338","811,960","14,987,641",-1
SA,5345,414,525,789,165,13,na,"1,906",,414,525,789,165,13,"80,008,743", 0.898127 , 0.898127 ,8172.9557,24788.3052,52540.4295,116756.51,206569.21,"3,383,604","13,013,860","41,454,399","19,264,824","2,685,400","80,008,656",87,0.898127,"if range(""R1320"")=1 then Range(""AD1320"").GoalSeek goal:=0, changingcell:=Range(""R1320"")",8172.965409,24788.33172,52540.48679,116756.636,206569.4554,"3,383,608","13,013,874","41,454,444","19,264,845","2,685,403","80,008,743",0
SA,5346,37,60,69,na,na,10,176,,37,60,69,9,2,"6,870,088", 0.870821 , 0.870821 ,7924.4711,24034.6596,50943.0285,113206.73,200288.83,"293,205","1,442,080","3,515,069","1,018,861","400,578","6,870,082",6,0.870821,"if range(""R1321"")=1 then Range(""AD1321"").GoalSeek goal:=0, changingcell:=Range(""R1321"")",7924.46638,24034.68766,50943.07348,113206.8766,200289.1749,"293,205","1,442,081","3,515,072","1,018,862","400,578","6,870,087",-1
SA,5350,52,41,85,na,na,51,229,,52,41,85,43,8,"11,644,760", 0.817906 , 0.817906 ,7442.9446,22574.2056,47847.501,106327.78,188118.38,"387,033","925,542","4,067,038","4,572,095","1,504,947","11,644,773",-13,0.817906,"if range(""R1322"")=1 then Range(""AD1322"").GoalSeek goal:=0, changingcell:=Range(""R1322"")",7442.933999,22574.16992,47847.45247,106327.672,188118.165,"387,033","925,541","4,067,033","4,572,090","1,504,945","11,644,760",0
SA,5351,641,814,"1,410",555,32,na,"3,452",,641,814,"1,410",555,32,"172,482,228", 0.905303 , 0.905303 ,8238.2573,24986.3628,52960.2255,117689.39,208219.69,"5,280,723","20,338,899","74,673,918","65,317,611","6,663,030","172,482,401",-173,0.905303,"if range(""R1323"")=1 then Range(""AD1323"").GoalSeek goal:=0, changingcell:=Range(""R1323"")",8238.249147,24986.33735,52960.17241,117689.2711,208219.4787,"5,280,718","20,338,879","74,673,843","65,317,545","6,663,023","172,482,227",-1
SA,5352,620,747,"1,266",505,62,na,"3,200",,620,747,"1,266",505,62,"167,375,405", 0.927493 , 0.927493 ,8440.1863,25598.8068,54258.3405,120574.09,213323.39,"5,232,916","19,122,309","68,691,059","60,889,915","13,226,050","167,375,572",-167,0.927493,"if range(""R1324"")=1 then Range(""AD1324"").GoalSeek goal:=0, changingcell:=Range(""R1324"")",8440.178676,25598.78169,54258.28631,120573.9688,213323.1743,"5,232,911","19,122,290","68,690,990","60,889,854","13,226,037","167,375,405",0
SA,5353,462,586,854,289,36,na,"2,227",,462,586,854,289,36,"107,315,167", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"4,204,200","16,173,600","49,959,000","37,570,000","8,280,000","116,416,800","-9,101,633",1,"if range(""R1325"")=1 then Range(""AD1325"").GoalSeek goal:=0, changingcell:=Range(""R1325"")",8388.548901,25442.19227,53926.38579,119836.4129,212018.2689,"3,875,510","14,909,125","46,053,133","34,632,723","7,632,658","107,315,167",0
SA,5354,25,62,70,na,na,18,175,,25,62,70,15,3,"7,406,493", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"227,500","1,711,200","4,095,000","1,950,000","690,000","8,903,700","-1,497,207",1,"if range(""R1326"")=1 then Range(""AD1326"").GoalSeek goal:=0, changingcell:=Range(""R1326"")",7569.784056,22958.90549,48662.8975,108139.7722,191324.2124,"189,245","1,423,452","3,406,403","1,622,097","573,973","7,406,494",1
SA,5355,783,"1,042","1,834",619,35,na,"4,313",,783,"1,042","1,834",619,35,"210,669,028", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"7,125,300","28,759,200","107,289,000","80,470,000","8,050,000","231,923,500","-21,254,472",1,"if range(""R1327"")=1 then Range(""AD1327"").GoalSeek goal:=0, changingcell:=Range(""R1327"")",8266.036666,25070.6167,53138.80714,118086.2381,208921.8059,"6,472,307","26,123,583","97,456,572","73,095,381","7,312,263","210,669,028",0
SA,5356,108,104,212,na,na,48,472,,108,104,212,41,7,"20,604,008", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"982,800","2,870,400","12,402,000","5,330,000","1,610,000","23,425,200","-2,821,192",1,"if range(""R1328"")=1 then Range(""AD1328"").GoalSeek goal:=0, changingcell:=Range(""R1328"")",8004.050032,24276.01988,51454.60735,114343.5719,202300.1656,"864,437","2,524,706","10,908,377","4,688,086","1,416,101","20,604,007",-1
SA,5357,53,56,74,na,na,16,199,,53,56,74,14,2,"7,285,569", 0.821660 , 0.821660 ,7477.106,22677.816,48067.11,106815.8,188981.8,"396,287","1,269,958","3,556,966","1,495,421","377,964","7,285,578",-9,0.82166,"if range(""R1329"")=1 then Range(""AD1329"").GoalSeek goal:=0, changingcell:=Range(""R1329"")",7477.103971,22677.79341,48067.04873,106815.6538,188981.7665,"396,287","1,269,956","3,556,962","1,495,419","377,964","7,285,570",1
SA,5360,130,189,318,110,11,na,758,,130,189,318,110,11,"37,941,444", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,183,000","5,216,400","18,603,000","14,300,000","2,530,000","42,062,400","-4,120,956",1,"if range(""R1330"")=1 then Range(""AD1330"").GoalSeek goal:=0, changingcell:=Range(""R1330"")",8208.450787,24895.96063,52768.6122,117263.5827,207466.3386,"1,067,099","4,705,337","16,780,419","12,898,994","2,282,130","37,941,445",1
SA,5371,154,207,354,130,9,na,854,,154,207,354,130,9,"41,957,040", 0.892254 , 0.892254 ,8119.5114,24626.2104,52196.859,115993.02,205218.42,"1,250,405","5,097,626","18,477,688","15,079,093","1,846,966","41,956,996",44,0.892254,"if range(""R1331"")=1 then Range(""AD1331"").GoalSeek goal:=0, changingcell:=Range(""R1331"")",8119.521502,24626.23839,52196.9135,115993.1447,205218.6597,"1,250,406","5,097,631","18,477,707","15,079,109","1,846,968","41,957,040",0
SA,5372,186,288,545,190,5,na,"1,214",,186,288,545,190,5,"59,845,233", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,692,600","7,948,800","31,882,500","24,700,000","1,150,000","67,603,900","-7,758,667",1,"if range(""R1332"")=1 then Range(""AD1332"").GoalSeek goal:=0, changingcell:=Range(""R1332"")",8055.62431,24432.44296,51786.15628,115080.3473,203603.6914,"1,498,346","7,036,544","28,223,455","21,865,266","1,018,018","59,845,233",0
SA,5373,347,478,750,215,20,na,"1,810",,347,478,750,215,20,"84,958,361", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,157,700","13,192,800","43,875,000","27,950,000","4,600,000","93,005,500","-8,047,139",1,"if range(""R1333"")=1 then Range(""AD1333"").GoalSeek goal:=0, changingcell:=Range(""R1333"")",8312.63834,25211.95804,53438.38933,118751.9763,210099.6503,"2,884,486","12,051,316","40,078,792","25,531,675","4,201,993","84,958,362",1
SA,5374,193,227,272,76,8,na,776,,193,227,272,76,8,"32,952,793", 0.918328 , 0.918328 ,8356.7848,25345.8528,53722.188,119382.64,211215.44,"1,612,859","5,753,509","14,612,435","9,073,081","1,689,724","32,952,823",-30,0.918328,"if range(""R1334"")=1 then Range(""AD1334"").GoalSeek goal:=0, changingcell:=Range(""R1334"")",8356.774775,25345.83155,53722.13859,119382.5361,211215.3077,"1,612,858","5,753,504","14,612,422","9,073,073","1,689,722","32,952,794",1
SA,5381,63,59,64,na,na,11,197,,63,59,64,9,2,"6,431,583", 0.823959 , 0.823959 ,7498.0269,22741.2684,48201.6015,107114.67,189510.57,"472,376","1,341,735","3,084,902","964,032","379,021","6,431,577",6,0.823959,"if range(""R1335"")=1 then Range(""AD1335"").GoalSeek goal:=0, changingcell:=Range(""R1335"")",7498.038741,22741.2924,48201.63872,107114.7666,189510.6768,"472,376","1,341,736","3,084,905","964,033","379,021","6,431,582",-1
SA,5400,80,108,194,na,na,60,442,,80,108,194,51,9,"21,088,116", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"728,000","2,980,800","11,349,000","6,630,000","2,070,000","23,987,800","-2,899,684",1,"if range(""R1336"")=1 then Range(""AD1336"").GoalSeek goal:=0, changingcell:=Range(""R1336"")",7999.977305,24263.66743,51428.42553,114285.3901,202197.2286,"639,998","2,620,476","9,977,115","5,828,555","1,819,775","21,088,116",0
SA,5401,71,106,185,na,na,61,423,,71,106,185,52,9,"19,893,300", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"646,100","2,925,600","10,822,500","6,760,000","2,070,000","23,454,200","-3,560,900",1,"if range(""R1337"")=1 then Range(""AD1337"").GoalSeek goal:=0, changingcell:=Range(""R1337"")",7718.405659,23409.66991,49618.32209,110262.938,195080.5826,"548,007","2,481,425","9,179,390","5,733,673","1,755,725","19,893,301",1
SA,5410,38,29,48,na,na,24,139,,38,29,48,20,4,"6,713,205", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"345,800","800,400","2,808,000","2,600,000","920,000","7,704,200","-990,995",1,"if range(""R1338"")=1 then Range(""AD1338"").GoalSeek goal:=0, changingcell:=Range(""R1338"")",7929.462566,24049.79855,50975.11649,113278.0367,200414.9879,"301,320","697,444","2,446,806","2,265,561","801,660","6,713,206",1
SA,5411,34,43,84,na,na,20,181,,34,43,84,17,3,"8,212,571", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"309,400","1,186,800","4,914,000","2,210,000","690,000","9,540,200","-1,327,629",1,"if range(""R1339"")=1 then Range(""AD1339"").GoalSeek goal:=0, changingcell:=Range(""R1339"")",7833.629913,23759.14128,50359.04944,111908.9988,197992.844,"266,343","1,021,643","4,230,160","1,902,453","593,979","8,212,571",0
SA,5412,118,176,239,73,6,na,612,,118,176,239,73,6,"28,949,911", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,073,800","4,857,600","13,981,500","9,490,000","1,380,000","31,012,900","-2,062,989",1,"if range(""R1340"")=1 then Range(""AD1340"").GoalSeek goal:=0, changingcell:=Range(""R1340"")",8494.664804,25764.03831,54608.55945,121352.3543,214700.3192,"1,002,370","4,534,471","13,051,446","8,858,722","1,288,202","28,949,911",0
SA,5413,125,146,163,45,7,na,486,,125,146,163,45,7,"21,857,398", 0.976100 , 0.976100 ,8882.51,26940.36,57101.85,126893,224503,"1,110,314","3,933,293","9,307,602","5,710,185","1,571,521","21,857,418",-20,0.9761,"if range(""R1341"")=1 then Range(""AD1341"").GoalSeek goal:=0, changingcell:=Range(""R1341"")",8882.503872,26940.33836,57101.80051,126892.8839,224502.7946,"1,110,313","3,933,289","9,307,593","5,710,180","1,571,520","21,857,398",0
SA,5414,29,32,34,na,na,7,102,,29,32,34,6,1,"3,312,540", 0.756962 , 0.756962 ,6888.3542,20892.1512,44282.277,98405.06,174101.26,"199,762","668,549","1,505,597","590,430","174,101","3,312,540",0,0.756962,"if range(""R1342"")=1 then Range(""AD1342"").GoalSeek goal:=0, changingcell:=Range(""R1342"")",6888.344828,20892.15625,44282.26471,98405,174101,"199,762","668,549","1,505,597","590,430","174,101","3,312,540",0
SA,5415,41,31,51,na,na,19,142,,41,31,51,16,3,"6,015,629", 0.834090 , 0.834090 ,7590.219,23020.884,48794.265,108431.7,191840.7,"311,199","713,647","2,488,508","1,734,907","575,522","6,015,624",5,0.83409,"if range(""R1343"")=1 then Range(""AD1343"").GoalSeek goal:=0, changingcell:=Range(""R1343"")",7590.225821,23020.8901,48794.31507,108431.7776,191840.8261,"311,199","713,648","2,488,510","1,734,908","575,522","6,015,628",-1
SA,5416,36,30,51,na,na,14,131,,36,30,51,12,2,"5,344,500", 0.836502 , 0.836502 ,7612.1682,23087.4552,48935.367,108745.26,192395.46,"274,038","692,624","2,495,704","1,304,943","384,791","5,344,495",5,0.836502,"if range(""R1344"")=1 then Range(""AD1344"").GoalSeek goal:=0, changingcell:=Range(""R1344"")",7612.173788,23087.48827,48935.41833,108745.3517,192395.68,"274,038","692,625","2,495,706","1,304,944","384,791","5,344,500",0
SA,5417,174,222,273,94,10,na,773,,174,222,273,94,10,"33,979,499", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,583,400","6,127,200","15,970,500","12,220,000","2,300,000","38,431,100","-4,451,601",1,"if range(""R1345"")=1 then Range(""AD1345"").GoalSeek goal:=0, changingcell:=Range(""R1345"")",8045.917002,24403.00102,51723.75216,114941.6715,203358.3418,"1,399,990","5,417,466","14,120,584","10,804,517","2,033,583","33,979,498",-1
SA,5418,13,22,19,na,na,5,59,,13,22,19,4,1,"2,548,285", 0.904610 , 0.904610 ,8231.951,24967.236,52919.685,117599.3,208060.3,"107,015","549,279","1,005,474","470,397","208,060","2,548,285",0,0.90461,"if range(""R1346"")=1 then Range(""AD1346"").GoalSeek goal:=0, changingcell:=Range(""R1346"")",8231.923077,24967.22727,52919.68421,117599.25,208060,"107,015","549,279","1,005,474","470,397","208,060","2,548,285",0
