"Australian Exporters: by Export Value Range, Industry, State, and Destination Country",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Total Goods and Services Credit ($m),404125,"per 5368.0 Table 1 'Credits, Total goods and services' for FY 2018",,,,,,
,DATA SOURCE,5368.0.55.006 Tables 6 & 7,,5368.0.55.006 Table 1.1,,,5368.0.55.006 Table 5.1,,,,,,,,,,"5368.0.55.006 Table 5.2, and 5368.0 Table 1",,,,,,,,
,,,,Number of Goods Exporters,,,Industry of exporter,,,,,,,,,,Value of Goods and Services Exports in FY 2018 by Industry of exporter (ratio per cell multiplied by Total Goods and Services),,,,,,,,
Destination Country,Value Range,State,Size,Total,,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL
,,,,no.,%,,no.,no.,no.,no.,no.,no.,no.,no.,no.,,$,$,$,$,$,$,$,$,$
NIGER,"$55,000 and less than $100,000",VIC,Medium,0,0.055890081,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",VIC,Small,0,0.055890081,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",VIC,Small,1,0.09664057,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,QLD,Large,0,0.000886438,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,QLD,Large,0,0.000553612,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,QLD,Large,0,0.002718628,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,QLD,Large,0,0.01299669,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",QLD,Large,0,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",QLD,Medium,0,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",QLD,Medium,0,0.005058296,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",QLD,Medium,0,0.010815197,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",QLD,Medium,0,0.018598712,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",QLD,Medium,0,0.031325187,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",QLD,Small,0,0.031325187,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",QLD,Small,0,0.05416496,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,SA,Large,0,0.000297844,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,SA,Large,0,0.000186014,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,SA,Large,0,0.000913462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,SA,Large,0,0.004366903,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",SA,Large,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",SA,Medium,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",SA,Medium,0,0.001699593,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",SA,Medium,0,0.003633918,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",SA,Medium,0,0.006249188,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",SA,Medium,0,0.010525298,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",SA,Small,0,0.010525298,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",SA,Small,0,0.018199487,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,WA,Large,0,0.000499103,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,WA,Large,0,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,WA,Large,0,0.001530708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,WA,Large,0,0.00731771,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",WA,Large,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",WA,Medium,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",WA,Medium,0,0.002848044,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",WA,Medium,0,0.006089433,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",WA,Medium,0,0.010471895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",WA,Medium,0,0.017637462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",WA,Small,0,0.017637462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",WA,Small,0,0.03049726,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,TAS,Large,0,0.000740895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",TAS,Medium,0,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",TAS,Medium,0,0.000616536,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",TAS,Medium,0,0.001060247,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",TAS,Medium,0,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",TAS,Small,0,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",TAS,Small,0,0.003087753,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",NT,Medium,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",NT,Small,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",NT,Small,0,0.000415815,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$10m and less than $50m,ACT,Large,0,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,$1m and less than $10m,ACT,Large,0,0.00086923,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$500,000 and less than $750,000",ACT,Medium,0,0.000338303,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$250,000 and less than $500,000",ACT,Medium,0,0.00072333,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$100,000 and less than $250,000",ACT,Medium,0,0.001243898,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$55,000 and less than $100,000",ACT,Medium,0,0.002095056,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"$10,000 and less than $55,000",ACT,Small,0,0.002095056,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NIGER,"Less than $10,000",ACT,Small,0,0.0036226,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$100m or more,NSW,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,NSW,Large,1,0.001119349,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,NSW,Large,2,0.005496805,,0,0,1,0,1,0,0,1,3,,0,0,557176,0,356760,0,0,53610,967546
NORWAY,$1m and less than $10m,NSW,Large,12,0.02627806,,0,0,3,0,4,1,1,3,12,,0,0,2663639,0,1705529,58797,147727,256289,4831981
NORWAY,"$875,000 and less than $1m",NSW,Large,1,0.002918304,,0,0,0,0,1,0,0,0,1,,0,0,0,0,189407,0,0,0,189407
NORWAY,"$750,000 and less than $875,000",NSW,Medium,1,0.002918304,,0,0,0,0,1,0,0,0,1,,0,0,0,0,1942,0,0,0,1942
NORWAY,"$500,000 and less than $750,000",NSW,Medium,5,0.010227389,,0,0,1,0,2,1,0,1,5,,0,0,3745,0,6805,934,0,3720,15204
NORWAY,"$250,000 and less than $500,000",NSW,Medium,10,0.02186729,,0,0,2,0,4,1,0,2,9,,0,0,8007,0,14550,1997,0,7954,32508
NORWAY,"$100,000 and less than $250,000",NSW,Medium,17,0.03760481,,0,0,4,1,6,2,1,4,18,,0,0,13769,1023,25021,3435,6007,13679,62933
NORWAY,"$55,000 and less than $100,000",NSW,Medium,28,0.063336521,,1,0,6,1,11,3,1,6,29,,3132,0,23191,1723,42141,5785,10117,23038,109128
NORWAY,"$10,000 and less than $55,000",NSW,Small,28,0.063336521,,1,0,5,1,10,4,1,8,30,,193,0,1510,240,3888,809,682,2722,10044
NORWAY,"Less than $10,000",NSW,Small,49,0.109516346,,1,0,8,2,17,7,2,13,50,,334,0,2611,414,6723,1399,1179,4707,17367
NORWAY,$100m or more,VIC,Large,1,0.001581573,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,VIC,Large,0,0.000987748,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,VIC,Large,2,0.004850549,,0,0,1,0,1,0,0,1,3,,0,0,832822,0,666513,0,0,63127,1562461
NORWAY,$1m and less than $10m,VIC,Large,10,0.023188563,,0,0,3,0,4,1,1,2,11,,0,0,3981392,0,3186334,158661,195231,301785,7823404
NORWAY,"$875,000 and less than $1m",VIC,Large,1,0.0025752,,0,0,0,0,1,0,0,0,1,,0,0,0,0,353858,0,0,0,353858
NORWAY,"$750,000 and less than $875,000",VIC,Medium,1,0.0025752,,0,0,0,0,1,0,0,0,1,,0,0,0,0,3628,0,0,0,3628
NORWAY,"$500,000 and less than $750,000",VIC,Medium,4,0.00902496,,0,0,1,0,2,1,0,1,5,,0,0,5598,0,12713,2521,0,4381,25212
NORWAY,"$250,000 and less than $500,000",VIC,Medium,9,0.019296365,,0,0,2,0,3,1,0,2,8,,0,0,11968,0,27182,5390,0,9366,53906
NORWAY,"$100,000 and less than $250,000",VIC,Medium,15,0.033183633,,0,0,4,1,6,2,1,3,17,,0,0,20581,1256,46744,9269,7938,16107,101896
NORWAY,"$55,000 and less than $100,000",VIC,Medium,25,0.055890081,,1,0,7,1,10,3,1,5,28,,16045,0,34664,2116,78730,15612,13370,27128,187664
NORWAY,"$10,000 and less than $55,000",VIC,Small,25,0.055890081,,1,0,5,1,9,3,1,6,26,,989,0,2257,294,7264,2183,901,3206,17094
NORWAY,"Less than $10,000",VIC,Small,43,0.09664057,,1,0,9,1,16,6,1,10,44,,1711,0,3902,509,12561,3775,1558,5543,29558
NORWAY,$100m or more,QLD,Large,0,0.000886438,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,QLD,Large,0,0.000553612,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,QLD,Large,1,0.002718628,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,QLD,Large,6,0.01299669,,0,0,2,0,2,1,0,2,7,,0,0,1078919,0,712306,20637,0,86088,1897950
NORWAY,"$875,000 and less than $1m",QLD,Large,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",QLD,Medium,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",QLD,Medium,2,0.005058296,,0,0,1,0,1,0,0,1,3,,0,0,1517,0,2842,0,0,1250,5608
NORWAY,"$250,000 and less than $500,000",QLD,Medium,5,0.010815197,,0,0,1,0,2,1,0,1,5,,0,0,3243,0,6077,701,0,2672,12693
NORWAY,"$100,000 and less than $250,000",QLD,Medium,8,0.018598712,,0,0,2,1,3,1,0,2,9,,0,0,5577,594,10450,1206,0,4595,22422
NORWAY,"$55,000 and less than $100,000",QLD,Medium,14,0.031325187,,0,0,4,1,4,2,1,3,15,,0,0,9394,1001,17600,2031,871,7739,38635
NORWAY,"$10,000 and less than $55,000",QLD,Small,14,0.031325187,,0,0,3,1,4,2,0,4,14,,0,0,612,139,1624,284,0,914,3573
NORWAY,"Less than $10,000",QLD,Small,24,0.05416496,,1,0,5,1,7,4,1,7,26,,368,0,1057,241,2808,491,101,1581,6647
NORWAY,$100m or more,SA,Large,0,0.000297844,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,SA,Large,0,0.000186014,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,SA,Large,0,0.000913462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,SA,Large,2,0.004366903,,0,0,1,0,1,0,0,0,2,,0,0,3937300,0,2991538,0,0,0,6928838
NORWAY,"$875,000 and less than $1m",SA,Large,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",SA,Medium,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",SA,Medium,1,0.001699593,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$250,000 and less than $500,000",SA,Medium,2,0.003633918,,0,0,1,0,1,0,0,0,2,,0,0,11836,0,25520,0,0,0,37356
NORWAY,"$100,000 and less than $250,000",SA,Medium,3,0.006249188,,0,0,1,0,1,0,0,1,3,,0,0,20353,0,43887,0,0,9333,73573
NORWAY,"$55,000 and less than $100,000",SA,Medium,5,0.010525298,,0,0,2,0,2,0,0,1,5,,0,0,34281,0,73917,0,0,15719,123917
NORWAY,"$10,000 and less than $55,000",SA,Small,5,0.010525298,,0,0,1,0,1,1,0,1,4,,0,0,2232,0,6820,618,0,1857,11527
NORWAY,"Less than $10,000",SA,Small,8,0.018199487,,1,0,2,0,2,1,0,2,8,,1066,0,3859,0,11793,1068,0,3212,20998
NORWAY,$100m or more,WA,Large,0,0.000499103,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,WA,Large,0,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,WA,Large,1,0.001530708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,WA,Large,3,0.00731771,,0,1,1,0,1,0,0,1,4,,0,6364201,1900816,0,541467,0,0,25688,8832172
NORWAY,"$875,000 and less than $1m",WA,Large,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",WA,Medium,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",WA,Medium,1,0.002848044,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$250,000 and less than $500,000",WA,Medium,3,0.006089433,,0,0,1,0,1,0,0,1,3,,0,0,5714,0,4619,0,0,797,11130
NORWAY,"$100,000 and less than $250,000",WA,Medium,5,0.010471895,,0,0,1,0,1,1,0,1,4,,0,0,9826,0,7943,333,0,1371,19473
NORWAY,"$55,000 and less than $100,000",WA,Medium,8,0.017637462,,0,0,2,1,2,1,0,2,8,,0,0,16550,565,13379,560,0,2309,33363
NORWAY,"$10,000 and less than $55,000",WA,Small,8,0.017637462,,0,0,2,1,2,1,0,2,8,,0,0,1077,79,1234,78,0,273,2742
NORWAY,"Less than $10,000",WA,Small,14,0.03049726,,1,1,3,1,3,2,1,4,16,,148,199,1863,136,2135,135,55,472,5142
NORWAY,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,TAS,Large,0,0.000740895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",TAS,Medium,0,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$250,000 and less than $500,000",TAS,Medium,0,0.000616536,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$100,000 and less than $250,000",TAS,Medium,0,0.001060247,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$55,000 and less than $100,000",TAS,Medium,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$10,000 and less than $55,000",TAS,Small,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"Less than $10,000",TAS,Small,1,0.003087753,,0,0,1,0,0,0,0,0,1,,0,0,4337,0,0,0,0,0,4337
NORWAY,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$55,000 and less than $100,000",NT,Medium,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$10,000 and less than $55,000",NT,Small,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"Less than $10,000",NT,Small,0,0.000415815,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$10m and less than $50m,ACT,Large,0,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,$1m and less than $10m,ACT,Large,0,0.00086923,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$500,000 and less than $750,000",ACT,Medium,0,0.000338303,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$250,000 and less than $500,000",ACT,Medium,0,0.00072333,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$100,000 and less than $250,000",ACT,Medium,1,0.001243898,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$55,000 and less than $100,000",ACT,Medium,1,0.002095056,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
NORWAY,"$10,000 and less than $55,000",ACT,Small,1,0.002095056,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,6104,6104
NORWAY,"Less than $10,000",ACT,Small,2,0.0036226,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,10554,10554
OMAN,$100m or more,NSW,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,$50m and less than $100m,NSW,Large,0,0.001119349,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,$10m and less than $50m,NSW,Large,2,0.005496805,,0,0,0,0,1,0,0,1,2,,0,0,0,0,917383,0,0,137854,1055237
OMAN,$1m and less than $10m,NSW,Large,8,0.02627806,,0,0,2,0,3,1,1,2,9,,0,0,6849357,0,4385647,151192,379870,659028,12425094
OMAN,"$875,000 and less than $1m",NSW,Large,1,0.002918304,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,"$750,000 and less than $875,000",NSW,Medium,1,0.002918304,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,"$500,000 and less than $750,000",NSW,Medium,3,0.010227389,,0,0,1,0,1,0,0,1,3,,0,0,9630,0,17498,0,0,9566,36694
OMAN,"$250,000 and less than $500,000",NSW,Medium,7,0.02186729,,0,0,2,0,3,1,0,1,7,,0,0,20589,0,37413,5136,0,20453,83592
OMAN,"$100,000 and less than $250,000",NSW,Medium,12,0.03760481,,0,0,3,1,4,1,1,2,12,,0,0,35407,2631,64339,8833,15445,35173,161828
OMAN,"$55,000 and less than $100,000",NSW,Medium,20,0.063336521,,0,0,4,1,8,2,1,4,20,,0,0,59635,4431,108364,14877,26014,59241,272561
OMAN,"$10,000 and less than $55,000",NSW,Small,20,0.063336521,,0,0,3,1,7,3,1,5,20,,0,0,3882,616,9999,2080,1753,7000,25331
OMAN,"Less than $10,000",NSW,Small,34,0.109516346,,1,0,6,1,12,5,1,9,35,,859,0,6713,1065,17289,3597,3031,12104,44659
OMAN,$100m or more,VIC,Large,0,0.001581573,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,$50m and less than $100m,VIC,Large,0,0.000987748,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
OMAN,$10m and less than $50m,VIC,Large,1,0.004850549,,0,0,0,0,1,0,0,0,1,,0,0,0,0,1713890,0,0,0,1713890
